tconst,primaryTitle,_c0,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,primaryTitleFormatted,oscar_noms,oscar_wins,razzie_noms,razzie_wins,budget,genres,genres_meta,language,popularity,revenue,movie_id,Rank,Worldwide,Domestic,Foreign,hasRemake,title_language,isEN
tt0492912,Subject Two,5172,Subject Two,"",2006,93,1559.0,false,subject two,"","","","","","","","","","","","","","","",0,en,true
tt2102496,Cabin Fever 3: Patient Zero,7301,"",2014,"",91,7507.0,false,cabin fever 3: patient zero,"","","","","","","['Sci-Fi', 'Thriller', 'Horror']",['English'],"","",tt2102496,"","","","",0,nl,false
tt0454932,Rớmán,4973,Roman,2006,"",92,1388.0,false,roman,"","","","","","","","","","","","","","","",0,ro,false
tt1796603,The Best Movie 3-DE,6998,"",2011,"",105,1069.0,false,the best movie 3-de,"","","","",6500000,Comedy,"","",0.877477,9816332,tt1796603,"","","","",0,en,true
tt6284256,Knuckleball,9242,"",2018,"",89,1422.0,false,knuckleball,"","","","","","",['Thriller'],['English'],"","",tt6284256,"","","","",0,tr,false
tt1712578,The Devil's Rock,6894,The Devil's Rock,2011,"",83,4174.0,false,the devil's rock,"","","","","","","","","","","","","","","",0,en,true
tt0041546,Kind Hearts and Coronets,491,"","",1949,106,36381.0,true,kind hearts and coronets,"","","","","","","","","","","","","","","",0,en,true
tt0106343,The Bride with White Hair II,2790,Bak fat moh lui zyun II,1993,"",80,1060.0,false,the bride with white hair ii,"","","","","","","","","","","","","","","",0,id,false
tt5271442,Máálik,8880,Maalik,2016,"",155,3767.0,true,maalik,"","","","","","","","","","","","","","","",0,so,false
tt0951216,Mad Money,5509,Mad Money,2008,"",104,21240.0,false,mad money,"","","","","","","['Thriller', 'Comedy', 'Romance', 'Crime']",['English'],"","",tt0951216,169,2.6412163E7,2.0668843E7,5743320.0,0,cy,false
tt15458036,Savitri W/o Satyamurthy,6647,"",2021,"","",1027.0,false,savitri w/o satyamurthy,"","","","","","","","","","","","","","","",0,cy,false
tt0095956,Rambo III,2449,"",1988,"",102,127431.0,false,rambo iii,"","",1,"",63000000,Action Adventure Thriller War,"['Action', 'Adventure', 'Thriller']","['English', 'Russian']",11.624866,189015611,tt0095956,16,5.3715611E7,5.3715611E7,"",0,sw,false
tt0110657,The Next Karate Kid,2956,"",1994,"",107,28950.0,false,the next karate kid,"","","","",12000000,Adventure,"['Action', 'Drama', 'Sport', 'Romance', 'Family']",['English'],9.9697,"",tt0110657,91,1.5876353E7,8914777.0,6961576.0,0,sq,false
tt2180477,Nanban,7373,Nanban,2012,"",188,14731.0,true,nanban,"","","","","","","","","","","","","","","",0,tl,false
tt0036098,Lassie Come Home,344,"",1943,"",89,5312.0,true,lassie come home,1,"","","","","","['Adventure', 'Drama', 'Family']",['English'],"","",tt0036098,"","","","",0,fr,false
tt0455584,The Kovak Box,4977,"",2006,"",102,4080.0,false,the kovak box,"","","","","","","","","","","","","","","",0,sk,false
tt0920464,Manorama: Six Feet Under,5482,Manorama: Six Feet Under,2007,"",137,7906.0,true,manorama: six feet under,"","","","","","","","","","","","","","","",0,en,true
tt0200472,Beautiful Joe,3731,Beautiful Joe,"",2000,98,"",false,beautiful joe,"","","","","","","","","","","","","","","",0,ro,false
tt0110668,Night of the Running Man,2958,Night of the Running Man,1995,"",93,1679.0,false,night of the running man,"","","","","","","","","","","","","","","",0,en,true
tt0293832,Hánsél & Grétél,4158,Hansel & Gretel,2002,"",89,1371.0,false,hansel & gretel,"","","","",0,Comedy Family Fantasy,"","",2.186679,"",tt0293832,"","","","",0,af,false
tt0995829,XXY,5572,"","",2007,86,14002.0,true,xxy,"","","","","","",['Drama'],['Spanish'],"","",tt0995829,"","","","",0,so,false
tt7134096,The Rhythm Section,9446,The Rhythm Section,2020,"",109,"",false,the rhythm section,"","","","","","","['Action', 'Drama', 'Mystery', 'Thriller']",['English'],"","",tt7134096,168,5989583.0,5437971.0,551612.0,0,en,true
tt4979082,Jai Gangaajal,8769,"",2016,"",149,2509.0,false,jai gangaajal,"","","","","","","","","","","","","","","",0,id,false
tt1521877,Vanishing of the Bees,6603,"",2009,"",87,1154.0,true,vanishing of the bees,"","","","","","","","","","","","","","","",0,en,true
tt0468965,Whén á Mán Fálls,5041,When a Man Falls in the Forest,"",2007,86,1343.0,false,when a man falls,"","","","","","","","","","","","","","","",0,en,true
tt0116289,Feeling Minnesota,3139,"",1996,"",99,10982.0,false,feeling minnesota,"","","","","","","['Drama', 'Comedy', 'Romance', 'Crime']",['English'],"","",tt0116289,170,3124440.0,3124440.0,"",0,no,false
tt0109066,Vive L'Amour,2881,"",1994,"",118,3890.0,true,vive l'amour,"","","","","","","","","","","","","","","",0,fr,false
tt8396294,Dárlin',9757,Darlin',2019,"",100,1771.0,false,darlin',"","","","","","","['Thriller', 'Horror']",['English'],"","",tt8396294,"","","","",0,de,false
tt2815072,Indigenous,7815,"",2014,"",86,5320.0,false,indigenous,"","","","","","","","","","","","","","","",0,af,false
tt0361596,Fahrenheit 9/11,4443,Fahrenheit 9/11,2004,"",122,128496.0,true,fahrenheit 9/11,"","","","",6000000,"","['History', 'War', 'Documentary']","['English', 'Arabic']",6.83946,"",tt0361596,18,2.22446882E8,1.19194771E8,1.03252111E8,0,de,false
tt0093412,Law of Desire,2332,"",1987,"",102,11832.0,true,law of desire,"","","","","","","","","","","","","","","",0,en,true
tt0446312,The 2 Sides of the Bed,4930,Los 2 lados de la cama,2005,"",104,1372.0,false,the 2 sides of the bed,"","","","","","","","","","","","","","","",0,es,false
tt7905466,They Shall Not Grow Old,9634,They Shall Not Grow Old,2018,"",99,32903.0,true,they shall not grow old,"","","","","","","['History', 'War', 'Documentary']",['English'],"","",tt7905466,"","","","",0,en,true
tt9419834,Secret Obsession,9940,Secret Obsession,2019,"",97,20332.0,false,secret obsession,"","","","","","","","","","","","","","","",0,fr,false
tt1392190,Mád Máx: Fúry Rớád,6420,Mad Max: Fury Road,2015,"",120,940920.0,true,mad max: fury road,10,6,"","",150000000,Action Adventure Science Fiction Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","['English', 'Russian']",29.36178,378858340,tt1392190,21,3.74736354E8,1.53636354E8,2.211E8,0,so,false
tt0758781,Seed,5223,Seed,2006,"",90,6955.0,false,seed,"","","","","","","","","","","","","","","",0,af,false
tt1431240,Deportees 2,6484,Ekhrajiha 2,2009,"",114,3233.0,false,deportees 2,"","","","","","","","","","","","","","","",0,hr,false
tt3295734,Colossal Youth,8048,"",2018,"",98,2690.0,true,colossal youth,"","","","","","","","","","","","","","","",0,en,true
tt0052609,Beast from Haunted Cave,781,Beast from Haunted Cave,"",1959,72,1949.0,false,beast from haunted cave,"","","","","","","","","","","","","","","",0,en,true
tt0375782,"Gone, But Not Forgotten",4535,"",2003,"",94,2252.0,false,"gone, but not forgotten","","","","","","","","","","","","","","","",0,no,false
tt0381838,...ing,4583,...ing,2003,"",104,2187.0,true,...ing,"","","","","","","","","","","","","","","",0,tl,false
tt0211443,Jásớn X,3770,Jason X,2001,"",92,54497.0,false,jason x,"","","","",11000000,Horror Science Fiction,"['Sci-Fi', 'Horror']",['English'],7.793873,"",tt0211443,139,1.6951798E7,1.3121555E7,3830243.0,0,en,true
tt0265808,Stealing Harvard,4011,"",2002,"",85,12962.0,false,stealing harvard,"","","","","","","['Drama', 'Comedy', 'Crime']",['English'],"","",tt0265808,176,1.4277032E7,1.4036406E7,240626.0,0,no,false
tt4328756,Ebar Shabor,8534,"",2015,"",160,1461.0,true,ebar shabor,"","","","","","","","","","","","","","","",0,so,false
tt0105322,Scanners III: The Takeover,2763,Scanners III: The Takeover,1991,"",101,2146.0,false,scanners iii: the takeover,"","","","","","","","","","","","","","","",0,en,true
tt0822868,Make It Happen,5346,Make It Happen,2008,"",90,6213.0,false,make it happen,"","","","","","","","","","","","","","","",0,en,true
tt4523112,Selam: Bahara Yolculuk,8611,"",2015,"",126,4126.0,true,selam: bahara yolculuk,"","","","","","","","","","","","","","","",0,id,false
tt1142798,The Family That Preys,5937,"",2008,"",111,7158.0,false,the family that preys,"","","","","","",['Drama'],['English'],"","",tt1142798,137,3.7105289E7,3.7105289E7,"",0,en,true
tt2551378,Bullett Raja,7708,"",2013,"",138,3918.0,false,bullett raja,"","","","","","","","","","","","","","","",0,hu,false
tt1881002,Maggie,7106,"",2015,"",95,"",false,maggie,"","","","",4000000,Horror,"['Drama', 'Thriller', 'Fantasy', 'Horror']",['English'],12.020933,"",tt1881002,"","","","",0,tl,false
tt0451787,Kyớn Ki...,4957,"",2005,"",160,4030.0,false,kyon ki...,"","","","","","","","","","","","","","","",0,fi,false
tt0024481,Queen Christina,128,"",1933,"",99,7647.0,true,queen christina,"","","","",1114000,Drama History Romance,"","",2.886254,2610000,tt0024481,"","","","",0,fr,false
tt0349889,Unstoppable,4404,"",2004,"",96,4981.0,false,unstoppable,1,"","","","","","","","","","","","","","",0,fr,false
tt1806954,Lost Christmas,7010,Lost Christmas,2011,"",89,1355.0,true,lost christmas,"","","","","","","","","","","","","","","",0,en,true
tt4432480,RangiTaranga,8574,"","",2015,149,13201.0,true,rangitaranga,"","","","","","","","","","","","","","","",0,id,false
tt0095922,Psycho Cop,2446,"",1989,"",87,1245.0,false,psycho cop,"","","","","","","","","","","","","","","",0,cs,false
tt10441806,The Way We Are,5680,Biz Böyleyiz,2020,"",121,5154.0,false,the way we are,"","","","","","","","","","","","","","","",0,tr,false
tt2587914,A Matter of Faith,7735,"",2014,"",89,1472.0,false,a matter of faith,"","","","","","","","","","","","","","","",0,en,true
tt4255196,Before the Fire,8502,The Great Silence,2020,"",90,1422.0,false,before the fire,"","","","","","","","","","","","","","","",0,en,true
tt5362988,Wind River,8914,Wind River,2017,"",107,229957.0,true,wind river,"","","","",11000000,Action Crime Mystery Thriller,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",['English'],40.796776,"",tt5362988,132,4.3980821E7,3.3800859E7,1.0179962E7,0,en,true
tt0054195,Pớllyánná,859,Pollyanna,"",1960,134,"",true,pollyanna,"","","","","","","","","","","","","","","",0,tl,false
tt0380485,Bonjour Monsieur Shlomi,4574,"",2003,"",94,1171.0,true,bonjour monsieur shlomi,"","","","","","","['Drama', 'Comedy']",['Hebrew'],"","",tt0380485,"","","","",0,fr,false
tt0076001,La escopeta nacional,1660,"","",1978,95,1810.0,true,la escopeta nacional,"","","","",0,Comedy,"","",0.619347,1622164,tt0076001,"","","","",0,es,false
tt0069281,Sleuth,1438,"",1972,"",138,46745.0,true,sleuth,4,"","","","","","","","","","","","","","",0,fr,false
tt6752992,Happy as Lazzaro,9368,"",2018,"",128,17159.0,true,happy as lazzaro,"","","","","","",['Drama'],['Italian'],"","",tt6752992,"","","","",0,it,false
tt1318514,Rise of the Planet of the Apes,6297,"","",2011,105,511818.0,true,rise of the planet of the apes,1,"","","",93000000,Thriller Action Drama Science Fiction,"['Action', 'Adventure', 'Sci-Fi']",['English'],41.61376,"",tt1318514,14,4.81800873E8,1.76760185E8,3.05040688E8,0,en,true
tt0493171,I Love You in Every Language in the World,5174,Ti amo in tutte le lingue del mondo,2005,"",99,1826.0,false,i love you in every language in the world,"","","","","","","","","","","",153,2.3941317E7,"",2.3941317E7,0,it,false
tt3501590,Ithaca,8149,"",2015,"",96,2731.0,false,ithaca,"","","","","","",['Drama'],['English'],"","",tt3501590,"","","","",0,en,true
tt1225831,Extraordinary Stories,6114,"",2008,"",245,"",true,extraordinary stories,"","","","","","","","","","","","","","","",0,en,true
tt0069400,Trafic,1442,Trafic,1971,"",96,6355.0,true,trafic,"","","","","","","","","","","","","","","",0,ro,false
tt5027774,"Three Billboards Outside Ebbing, Missouri",8781,"",2017,"",115,473655.0,true,"three billboards outside ebbing, missouri",7,2,"","","","","['Drama', 'Comedy', 'Crime']",['English'],"","",tt5027774,57,1.60192031E8,5.451374E7,1.05678291E8,0,en,true
tt0109415,Childrén ớf thé Cớrn III: Úrbán Hárvést,2892,Children of the Corn III: Urban Harvest,1995,"",92,7325.0,false,children of the corn iii: urban harvest,"","","","","","","","","","","","","","","",0,en,true
tt1171701,Thé Bréáth,6007,Nefes: Vatan Sagolsun,2009,"",128,33021.0,true,the breath,"","","","",2000000,Action Adventure Drama History War,"","",1.315237,"",tt1171701,"","","","",0,ca,false
tt0086907,Antonio Gaudí,2068,Antonio Gaudí,1984,"",72,1557.0,true,antonio gaudi,"","","","","","","","","","","","","","","",0,lt,false
tt4281724,Terrifier,8511,"",2016,"",82,16742.0,false,terrifier,"","","","","","","","","","","","","","","",0,it,false
tt2852406,Omar,7829,"",2013,"",98,13941.0,true,omar,1,"","","","","","['Drama', 'Thriller']","['Arabic', 'Hebrew']","","",tt2852406,"","","","",0,sv,false
tt0396857,Shadowboxer,4669,Shadowboxer,2005,"",93,6749.0,false,shadowboxer,"","","","","","","['Drama', 'Thriller', 'Crime']",['English'],"","",tt0396857,"","","","",0,so,false
tt14598754,Honsla Rakh,6522,"",2021,"",145,6380.0,true,honsla rakh,"","","","","","","","","","","","","","","",0,sv,false
tt0083743,La colmena,1919,"","",1982,112,1016.0,true,la colmena,"","","","","","","","","","","","","","","",0,es,false
tt4779326,Thé Wátér Mán,8696,"",2020,"",91,"",false,the water man,"","","","","","","['Adventure', 'Drama', 'Mystery', 'Thriller', 'Fantasy', 'Family']",['English'],"","",tt4779326,"","","","",0,en,true
tt0037885,Love Letters,389,Love Letters,1945,"",101,1544.0,true,love letters,4,"","","","","","","","","","","","","","",0,no,false
tt0114478,Smoke,3078,"","",1995,112,35503.0,true,smoke,"","","","",7000000,Comedy Drama,"['Drama', 'Comedy']",['English'],5.552946,8349430,tt0114478,124,8367636.0,8367636.0,"",0,lt,false
tt3033948,Echoes,7915,Echoes,2014,"",93,1502.0,false,echoes,"","","","","","","","","","","","","","","",0,cy,false
tt2356180,Bhaag Milkha Bhaag,7547,"",2013,"",186,65401.0,true,bhaag milkha bhaag,"","","","",4600000,History Action Drama,"","",4.342418,25000000,tt2356180,"","","","",0,so,false
tt0389448,Tie Xi Qu: West of the Tracks,4639,"",2002,"",551,1123.0,true,tie xi qu: west of the tracks,"","","","","","","","","","","","","","","",0,en,true
tt0086465,Trading Places,2055,"",1983,"",116,145141.0,true,trading places,1,"","","",40600000,Comedy,['Comedy'],['English'],14.285052,"",tt0086465,4,9.04048E7,9.04048E7,"",0,en,true
tt0439533,Dead Leaves,4898,"",2004,"",55,3860.0,true,dead leaves,"","","","","","","","","","","","","","","",0,es,false
tt1420558,Mélánchớlié dér Éngél,6463,Melancholie der Engel,2009,"",158,1141.0,false,melancholie der engel,"","","","","","","","","","","","","","","",0,de,false
tt6515200,Two Heads Creek,9308,"",2019,"",85,1001.0,false,two heads creek,"","","","","","","","","","","","","","","",0,en,true
tt4643580,Huevos: Little Rooster's Egg-cellent Adventure,8648,"",2015,"",98,1021.0,false,huevos: little rooster's egg-cellent adventure,"","","","","","","","","","","",196,2.5892561E7,9080818.0,1.6811743E7,0,no,false
tt0210916,Postmen in the Mountains,3767,"",1999,"",93,1510.0,true,postmen in the mountains,"","","","","","",['Drama'],['Mandarin'],"","",tt0210916,"","","","",0,en,true
tt0074412,Disco Godfather,1595,"",1979,"",93,1501.0,false,disco godfather,"","","","","","","","","","","","","","","",0,it,false
tt11767722,Sun Children,6022,"",2020,"",99,"",true,sun children,"","","","","","",['Drama'],['Persian'],"","",tt11767722,"","","","",0,it,false
tt0328720,The Collingswood Story,4314,The Collingswood Story,2002,"",80,1490.0,false,the collingswood story,"","","","","","","","","","","","","","","",0,en,true
tt0072869,The Devil's Rain,1543,"",1975,"",86,4036.0,false,the devil's rain,"","","","","","",['Horror'],['English'],"","",tt0072869,"","","","",0,en,true
tt0035211,Thé Pridé ớf thé Yánkéés,329,The Pride of the Yankees,"",1942,128,10584.0,true,the pride of the yankees,11,1,"","","","","","","","","","","","","",0,en,true
tt8694228,Mikhael,9806,"",2019,"",150,"",false,mikhael,"","","","","","","","","","","","","","","",0,et,false
tt2436046,Antboy,7644,"",2013,"",77,2103.0,false,antboy,"","","","","","","","","","","","","","","",0,en,true
tt4258292,Yennai Arindhaal,8504,"",2015,"",168,9045.0,true,yennai arindhaal,"","","","",7900000,Romance Thriller Drama Action,"","",0.86433,"",tt4258292,"","","","",0,so,false
tt1853563,Fớớ Fightérs: Báck ánd Fớrth,7072,"",2011,"",101,6145.0,true,foo fighters: back and forth,"","","","","","","","","","","","","","","",0,en,true
tt0080486,Devil Hunter,1800,El caníbal,"",1980,102,1347.0,false,devil hunter,"","","","","","","","","","","","","","","",0,ca,false
tt0102816,Center Stage,2680,"",1991,"",126,2068.0,true,center stage,"","","","","","","","","","","","","","","",0,da,false
tt0095953,Rain Man,2448,Rain Man,1988,"",133,"",true,rain man,8,4,"","",25000000,Drama,['Drama'],"['English', 'Italian']",11.267467,"",tt0095953,2,1.72825435E8,1.72825435E8,"",0,id,false
tt1365048,3-D Sex and Zen: Extreme Ecstasy,6377,"",2011,"",129,2659.0,false,3-d sex and zen: extreme ecstasy,"","","","","","",['Drama'],['Cantonese'],"","",tt1365048,"","","","",0,ca,false
tt0128445,Rúshmớré,3410,"","",1998,93,178673.0,true,rushmore,"","","","",9000000,Comedy Drama,"['Drama', 'Comedy']","['English', 'Latin']",5.997054,17096053,tt0128445,100,1.7105219E7,1.7105219E7,"",0,sq,false
tt2446600,Next Goal Wins,7652,"",2014,"",97,2556.0,true,next goal wins,"","","","","","","['Sport', 'Documentary']",['English'],"","",tt2446600,"","","","",0,en,true
tt0055100,Lover Come Back,899,Lover Come Back,1961,"",107,7713.0,true,lover come back,1,"","","",0,Comedy Romance,"['Drama', 'Comedy', 'Romance']",['English'],5.076113,"",tt0055100,"","","","",0,en,true
tt3546370,Rớád,8178,"",2014,"",102,1381.0,true,road,"","","","","","","","","","","","","","","",0,ro,false
tt1163752,"It's Not Me, I Swear!",5993,"",2008,"",110,2254.0,true,"it's not me, i swear!","","","","","","","","","","","","","","","",0,en,true
tt9840958,Love Struck Sick,9992,Love Struck Sick,2019,"",92,3769.0,false,love struck sick,"","","","","","","","","","","","","","","",0,de,false
tt4290746,Pisasu,8515,"",2014,"",114,1967.0,true,pisasu,"","","","","","","","","","","","","","","",0,tl,false
tt5420210,The Comeback Trail,8920,"",2020,"",104,5737.0,false,the comeback trail,"","","","","","","","","","","","","","","",0,en,true
tt4382824,Ármy ớf Ớné,8555,"",2016,"",92,7412.0,false,army of one,"","","","","","",['Comedy'],[],"","",tt4382824,"","","","",0,en,true
tt1286129,The Goal of My Life,6233,Ask Tutulmasi,2008,"",99,2913.0,false,the goal of my life,"","","","","","","","","","","","","","","",0,et,false
tt3387094,Punyalan Agarbattis,8082,Punyalan Agarbattis,2013,"",137,1244.0,true,punyalan agarbattis,"","","","","","","","","","","","","","","",0,id,false
tt1014672,Bheja Fry,5598,Bheja Fry,2007,"",95,11702.0,true,bheja fry,"","","","","","","","","","","","","","","",0,sq,false
tt1651323,Breaking Wind,6809,Breaking Wind,2012,"",82,4749.0,false,breaking wind,"","","","","","","","","","","","","","","",0,tl,false
tt0031210,Dark Victory,225,Dark Victory,"",1939,104,10794.0,true,dark victory,3,"","","","","","","","","","","","","","",0,en,true
tt0046757,Beachhead,609,Beachhead,1954,"",90,1030.0,false,beachhead,"","","","","","","","","","","","","","","",0,en,true
tt0066827,Asylum Erotica,1332,"",1971,"",96,1634.0,false,asylum erotica,"","","","","","","","","","","","","","","",0,pt,false
tt1409004,Bloomington,6451,"",2010,"",83,5152.0,false,bloomington,"","","","","","","","","","","","","","","",0,af,false
tt0914799,Brain Dead,5475,Brain Dead,"",2007,95,"",false,brain dead,"","","","","","","","","","","","","","","",0,en,true
tt1095442,Goodbye Solo,5809,"",2008,"",91,5805.0,true,goodbye solo,"","","","","","",['Drama'],"['English', 'French', 'Spanish', 'Wolof']","","",tt1095442,"","","","",0,so,false
tt0415855,Hotel,4761,Hotel,2004,"",76,1545.0,false,hotel,"","","","","","","","","","","","","","","",0,nl,false
tt1296899,Wake Wood,6263,"",2009,"",90,8269.0,false,wake wood,"","","","","","","","","","","","","","","",0,sw,false
tt0047522,A Star Is Born,625,"","",1954,154,17231.0,true,a star is born,25,3,"","","","","['Drama', 'Romance', 'Musical']",['English'],"","",tt0047522,"","","","",0,en,true
tt0023969,Dúck Sớúp,117,Duck Soup,1933,"",69,59069.0,true,duck soup,"","","","","","","['Comedy', 'War', 'Musical']",['English'],"","",tt0023969,"","","","",0,en,true
tt0013556,Robin Hood,12,"",1922,"",143,2178.0,true,robin hood,1,"",1,"","","","","","","","","","","","",0,so,false
tt0046031,The Man Between,597,The Man Between,1953,"",100,1985.0,true,the man between,"","","","","","","","","","","","","","","",0,en,true
tt0075648,Airport '77,1640,Airport '77,1977,"",114,10430.0,false,airport '77,2,"","","",6000000,Action Adventure Drama Thriller,"['Action', 'Drama', 'Thriller']","['English', 'Hungarian']",9.394776,"",tt0075648,"","","","",0,en,true
tt6643972,Triple Threat,9341,Triple Threat,2019,"",96,10849.0,false,triple threat,"","","","","","","['Action', 'Thriller']","['English', 'Chinese', 'Thai', 'cmn']","","",tt6643972,"","","","",0,en,true
tt13758760,A Stand Worthy of Men,6399,"","",2021,120,1770.0,true,a stand worthy of men,"","","","","","","","","","","","","","","",0,en,true
tt9026184,Girl on the Third Floor,9867,Girl on the Third Floor,2019,"",93,"",false,girl on the third floor,"","","","","","",['Horror'],['English'],"","",tt9026184,"","","","",0,en,true
tt3532686,All About E,8170,All About E,2015,"",96,"",false,all about e,"","","","","","","","","","","","","","","",0,en,true
tt0267363,Chándni Bár,4021,Chandni Bar,2001,"",150,2567.0,true,chandni bar,"","","","","","","","","","","","","","","",0,id,false
tt1087832,Kod apokalipsisa,5781,"",2007,"",106,1309.0,false,kod apokalipsisa,"","","","","","","","","","","","","","","",0,tl,false
tt0065168,Thé Núdé Vámpiré,1272,"",1970,"",90,"",false,the nude vampire,"","","","","","","","","","","","","","","",0,en,true
tt0022485,Tokyo Chorus,96,"","",1931,90,1364.0,true,tokyo chorus,"","","","","","","","","","","","","","","",0,sk,false
tt5719700,Home Again,9050,"",2017,"",97,31035.0,false,home again,"","","","","","","['Drama', 'Comedy', 'Romance']",['English'],"","",tt5719700,147,3.7270721E7,2.7020284E7,1.0250437E7,0,en,true
tt3958276,Midnight Diner,8370,"",2014,"",119,2117.0,true,midnight diner,"","","","","","","","","","","","","","","",0,af,false
tt7545266,Like a Boss,9553,"",2020,"",83,12936.0,false,like a boss,"","","","","","",['Comedy'],['English'],"","",tt7545266,51,3.039949E7,2.2169514E7,8229976.0,0,hu,false
tt1504319,Rớád tớ Nớwhéré,6578,Road to Nowhere,2010,"",121,1754.0,false,road to nowhere,"","","","",5000000,Mystery Thriller,"['Thriller', 'Romance']",['English'],1.744659,"",tt1504319,"","","","",0,en,true
tt0870111,Frost/Nixon,5415,Frost/Nixon,2008,"",122,106314.0,true,frost/nixon,5,"","","","","","['Drama', 'History']",['English'],"","",tt0870111,163,2.7426335E7,1.8622031E7,8804304.0,0,en,true
tt1090671,No Man's Land: The Rise of Reeker,5792,"",2008,"",88,3292.0,false,no man's land: the rise of reeker,"","","","","","","","","","","","","","","",0,en,true
tt7550952,Hürkus,9557,"",2018,"",113,1087.0,false,hurkus,"","","","","","","","","","","","","","","",0,et,false
tt1014809,Until the Light Takes Us,5601,"",2008,"",93,6032.0,true,until the light takes us,"","","","","","","['Music', 'Documentary']",['English'],"","",tt1014809,"","","","",0,en,true
tt9005662,Excursion,9860,"",2019,"",85,4952.0,false,excursion,"","","","","","","","","","","","","","","",0,fr,false
tt0202055,Vanaprastham,3737,Vanaprastham,1999,"",119,"",true,vanaprastham,"","","","","","","","","","","","","","","",0,et,false
tt8110246,Dark Web: Cicada 3301,9695,Dark Web: Cicada 3301,2021,"",104,1512.0,false,dark web: cicada 3301,"","","","","","","","","","","","","","","",0,so,false
tt3275216,Manson Family Vacation,8039,Manson Family Vacation,2015,"",84,2920.0,false,manson family vacation,"","","","","","","","","","","","","","","",0,en,true
tt0265029,America's Sweethearts,4002,"",2001,"",102,57151.0,false,america's sweethearts,"","","","","","","['Comedy', 'Romance']",['English'],"","",tt0265029,35,1.38307673E8,9.3607673E7,4.47E7,0,en,true
tt0035567,Woman of the Year,337,"",1942,"",114,9842.0,true,woman of the year,2,1,"","","","","","","","","","","","","",0,en,true
tt11127256,Choke,5844,Choke,2020,"",73,5063.0,false,choke,"","","","","","","","","","","","","","","",0,sk,false
tt0498097,Climates,5198,"",2006,"",98,"",true,climates,"","","","","","",['Drama'],['Turkish'],"","",tt0498097,"","","","",0,it,false
tt0473567,...Yahaan,5061,...Yahaan,2005,"",142,"",true,...yahaan,"","","","","","","","","","","","","","","",0,so,false
tt3431016,The Messenger,8107,"","",2015,101,1185.0,false,the messenger,2,"","","","","","","","","","","","","","",0,en,true
tt0108258,Surf Ninjas,2863,Surf Ninjas,1993,"",87,7986.0,false,surf ninjas,"","","","",0,Action Adventure Comedy Family,"","",2.556077,"",tt0108258,144,4916135.0,4916135.0,"",0,id,false
tt3187378,The Asian Connection,8000,"",2016,"",90,1714.0,false,the asian connection,"","","","","","","","","","","","","","","",0,en,true
tt0116883,Lilla Jönssonligan och cornflakeskuppen,3170,Lilla Jönssonligan och cornflakeskuppen,1996,"",90,1556.0,false,lilla jonssonligan och cornflakeskuppen,"","","","","","","","","","","","","","","",0,sv,false
tt1087458,The Subtenant,5778,Kummeli Alivuokralainen,2008,"",104,1340.0,false,the subtenant,"","","","","","","","","","","","","","","",0,fi,false
tt7879442,Butt Boy,9623,Butt Boy,2019,"",99,1469.0,false,butt boy,"","","","","","","['Sci-Fi', 'Thriller', 'Comedy']",['English'],"","",tt7879442,"","","","",0,no,false
tt3859310,How to Talk to Girls at Parties,8337,How to Talk to Girls at Parties,2017,"",102,10580.0,false,how to talk to girls at parties,"","","","","","","['Sci-Fi', 'Comedy', 'Romance', 'Music']",['English'],"","",tt3859310,"","","","",0,en,true
tt7336470,Búñúél in thé Lábyrinth ớf thé Túrtlés,9502,Buñuel en el laberinto de las tortugas,"",2018,80,1833.0,true,bunuel in the labyrinth of the turtles,"","","","","","","['Biography', 'Drama', 'History', 'Animation']","['French', 'Spanish']","","",tt7336470,"","","","",0,es,false
tt0436971,Why We Fight,4889,"",2005,"",98,9962.0,true,why we fight,"","","","","","","['History', 'War', 'Documentary']","['English', 'Arabic']","","",tt0436971,"","","","",0,en,true
tt2510874,Yamla Pagla Deewana 2,7690,Yamla Pagla Deewana 2,2013,"",154,1891.0,false,yamla pagla deewana 2,"","","","","","","","","","","","","","","",0,tl,false
tt7214470,Háúntéd Hớspitál,9461,Heilstätten,2018,"",89,1693.0,false,haunted hospital,"","","","","","","","","","","","","","","",0,de,false
tt0071487,The Phantom of Liberty,1512,"",1974,"",104,"",true,the phantom of liberty,"","","","","","","","","","","","","","","",0,en,true
tt14565414,Fish and Puddle,6519,Fish and Puddle,2021,"",76,2080.0,true,fish and puddle,"","","","","","","","","","","","","","","",0,en,true
tt5752360,The Female Brain,9065,"",2017,"",98,3191.0,false,the female brain,"","","","","","",['Comedy'],['English'],"","",tt5752360,"","","","",0,en,true
tt4864584,Exorcist: House of Evil,8719,"",2016,"",93,1465.0,false,exorcist: house of evil,"","","","","","","","","","","","","","","",0,en,true
tt2638144,Ben-Hur,7757,"",2016,"",123,43387.0,false,ben-hur,12,11,"","",100000000,Adventure Drama Action,"['Action', 'Adventure', 'Drama', 'History']",['English'],11.51021,94061311,tt2638144,82,9.4061311E7,2.6410477E7,6.7650834E7,0,nl,false
tt0105719,The Vagrant,2776,"","",1992,91,1559.0,false,the vagrant,"","","","","","","","","","","","","","","",0,en,true
