_c0,tconst,numVotes,popularity,runtimeMinutes,budget,revenue
5920,tt11378264,3156,6,96,13808346,29534428
7453,tt2250282,1142,7,84,13679162,28876186
9401,tt6872436,1939,7,137,13781813,29306641
1841,tt0082138,2767,3,92,0,-9832666
1980,tt0085124,3324,5,92,13742235,29335727
2777,tt0105750,5455,5,103,13927713,30193140
3323,tt0120213,1215,5,78,13601667,28628984
3447,tt0137201,2710,5,92,13723013,29201555
4641,tt0389957,15293,6,99,14747371,34030691
5073,tt0475298,-13626,2,84,5000000,25900
8423,tt4073790,30938,8,104,16067338,40187810
2489,tt0097368,22368,9,105,0,-6859352
3743,tt0203230,29396,6,111,15850368,39294409
4193,tt0302935,32253,6,90,16067573,40348911
5735,tt10665338,59417,8,105,18277039,50758945
6076,tt1198385,28688,7,130,15839791,39178656
6422,tt1392744,2905,6,122,13798520,29473088
9358,tt6725014,6049,7,169,14107671,30855191
5065,tt0473753,33272,7,91,16185149,40845423
6700,tt1582546,2649,7,125,13783777,29394952
8202,tt3579524,2646,7,55,13813825,29493719
431,tt0039420,18151,5,104,14889655,34829424
468,tt0040662,12121,5,116,14411052,32555747
2931,tt0110168,1570,1,85,0,70
3082,tt0114622,1242,5,90,13598954,28623147
3367,tt0120903,592408,0,104,75000000,292745707
5648,tt10309906,8909,6,117,14260192,31687923
6316,tt1327819,2125,6,92,13734374,29171600
7235,tt2040367,1349,7,87,13691221,28939820
1877,tt0082736,10212,5,144,14287719,31928903
3704,tt0192614,31891,11,106,15000000,37253328
4724,tt0408236,356803,10,116,50000000,185990410
2900,tt0109480,6734,5,93,14031865,30684103
6426,tt1396219,2604,6,98,13774670,29359728
8438,tt4102722,2441,7,80,13802291,29432047
9693,tt8108198,85117,10,139,20399873,60723239
47,tt0017271,1057,4,80,13523033,28351403
719,tt0050539,17367,5,81,14833138,34552640
4880,tt0435434,3916,6,105,13847786,29752121
7054,tt1833888,2205,7,87,13755617,29250893
8362,tt3918584,24347,8,107,15562159,37752754
3538,tt0157472,14010,4,94,26000000,38793283
4983,tt0456014,5120,6,87,13945573,30213440
8021,tt3242756,2273,7,82,13780526,29340891
9321,tt6557704,22529,8,117,15445991,37155998
9849,tt8976576,9359,8,85,14380691,32137252
640,tt0048055,7308,5,97,14031914,30750422
1565,tt0073363,1690,5,125,13603974,28691344
4059,tt0275277,46505,7,115,17216808,45773561
4858,tt0429591,41176,11,110,12000000,30137578
5884,tt1129428,6030,6,84,14036085,30616877
5984,tt11604676,5979,6,124,14034051,30604292
8305,tt3799694,304533,16,116,50000000,62788218
8533,tt4328094,5280,7,84,14029892,30510004
9975,tt9689696,8304,8,94,14299367,31747407
2700,tt0103596,21206,6,84,15178271,36133536
5534,tt0976209,1200,6,100,13645070,28770420
8496,tt4230700,6061,4,91,0,-9272990
9959,tt9592496,9452,8,160,14390310,32179700
803,tt0053003,38687,5,100,16478914,42461689
3406,tt0128133,3420,5,126,13778630,29466842
3650,tt0180668,1020,5,105,13592763,28577141
6861,tt1684564,2121,7,83,13745047,29206345
8483,tt4192656,1712,7,156,13745255,29159890
8770,tt4983780,23580,8,147,15513285,37501460
2587,tt0099949,1365,5,118,13598751,28636654
2863,tt0108258,7986,2,87,0,-9033201
4521,tt0373712,1389,6,86,13639662,28774365
5615,tt1020072,89797,7,128,20000000,60257121
6890,tt1709143,36578,9,98,0,-4667777
7721,tt2573372,1116,7,98,13682502,28884205
4133,tt0289080,1562,6,165,13645597,28813881
4656,tt0393685,9737,6,78,14306002,31934461
7233,tt2036416,10068,7,109,14384293,32230853
8215,tt3611266,2756,7,120,13822838,29536127
624,tt0047507,1058,4,69,13534749,28390163
5492,tt0930098,1302,6,98,13652331,28806127
6651,tt1550312,15526,7,120,14806435,34252367
8115,tt3450958,242295,146,140,152000000,369907963
9889,tt9135260,3944,8,90,13951037,30095917
204,tt0029844,1967,4,91,13598541,28705349
1221,tt0063493,1549,5,100,13585825,28615227
3999,tt0264476,2335,6,104,13704337,29096731
8585,tt4451458,5759,7,128,14069023,30694286
8672,tt4725842,23753,8,77,15524097,37557441
8787,tt5039054,4838,7,158,13999886,30360085
1551,tt0072976,5812,5,123,13931367,30246342
1584,tt0074228,1039,5,88,13552603,28446863
7997,tt3183660,433875,41,132,180000000,567407119
9763,tt8406866,2461,8,136,13830610,29527762
203,tt0029747,8109,4,66,14086772,31023693
2596,tt0100129,2359,0,90,5000000,485772
446,tt0039737,3148,4,101,13697305,29167243
1283,tt0065489,1807,5,116,13607587,28716744
2599,tt0100157,198018,15,107,20000000,76612925
3372,tt0122529,7195,1,137,0,-9148282
4681,tt0399295,305301,8,122,42000000,155441259
5625,tt1023490,17038,7,110,7275000,13052526
7681,tt2499414,2639,7,90,13802764,29456428
8388,tt4000956,1420,7,97,13720121,29043329
1139,tt0061537,3402,5,90,13731473,29309220
2110,tt0087864,1477,5,108,13598032,28647194
5232,tt0763304,5022,6,85,13942804,30193013
6811,tt1653913,1610,7,117,13703420,29010142
6920,tt1727388,145533,10,103,4600000,24909425
9101,tt5843850,3399,7,86,13891819,29837772
5224,tt0759952,1928,6,150,13696695,29024611
6017,tt1174691,28798,7,117,15846747,39214472
8157,tt3514330,1882,7,133,13752192,29202364
1436,tt0069239,3245,5,130,13724987,29269729
2699,tt0103303,35092,6,111,16249109,41281232
4652,tt0392494,1500,6,96,13651129,28824983
5588,tt1007950,1263,6,92,13651167,28797790
6872,tt1696190,3003,7,106,13815385,29540012
8000,tt3187378,1714,7,90,13735666,29128491
9148,tt5985052,1098,7,100,13709852,28972345
1912,tt0083557,2406,5,80,13667886,28984682
2274,tt0092133,3335,6,100,0,-9742707
3120,tt0115783,37755,7,84,25000000,66575629
6125,tt1230211,2236,6,95,13739345,29200794
6767,tt16211650,2404,7,108,13765650,29306923
7477,tt2280964,1051,7,127,13672417,28843447
8197,tt3569326,1040,7,88,13686060,28887181
9956,tt9562694,3327,8,88,13903340,29867475
2117,tt0088099,2826,5,180,13705419,29156890
2506,tt0097630,1224,5,100,13585906,28578036
2707,tt0103872,4299,5,80,0,918239
4706,tt0404203,66691,7,137,26000000,73814836
5906,tt1133936,1555,6,108,13680794,28929172
6680,tt15686202,1042,6,114,13655625,28787024
7758,tt2645104,3303,7,105,13857103,29712195
8612,tt4524418,1258,7,105,13711761,28997084
8709,tt4827558,32800,8,113,16221125,40909688
1622,tt0074888,1494,5,82,13589539,28621137
2052,tt0086423,10315,5,92,14299431,31979407
2242,tt0091466,35959,6,110,16304525,41565882
4592,tt0382561,5740,6,105,13986975,30421466
2175,tt0089716,2917,5,144,13713819,29195086
4103,tt0283026,19868,8,85,8500000,16950893
9990,tt9820352,2652,8,97,13850368,29614948
1181,tt0062374,4430,5,84,13814039,29700051
2063,tt0086637,41378,5,79,0,11798616
3458,tt0138874,3188,5,113,13761235,29382724
5699,tt10515988,6714,6,98,14086729,30862764
8903,tt5320514,3656,0,144,300000,2500000
2568,tt0099450,2811,5,103,13713315,29181206
5673,tt1037222,1253,6,86,13652085,28799668
6206,tt1273235,61522,8,104,18453874,51584852
8406,tt4047104,1624,7,136,13736705,29121543
9009,tt5638500,1659,7,120,13751647,29174865
9414,tt6966692,437608,19,130,48415241,193759337
9733,tt8329290,6440,8,95,14146309,31027705
69,tt0019379,3695,4,83,13733183,29348633
3516,tt0151572,33541,6,106,16149935,40771858
4581,tt0381682,4825,6,98,13914015,30075347
6216,tt1278104,6755,6,100,14100416,30912635
7314,tt2112096,12293,6,91,0,37915971
9388,tt6838918,2251,7,99,13806350,29423534
1562,tt0073312,37705,5,85,3000000,3985971
3969,tt0258463,528882,21,119,60000000,240474239
4323,tt0329575,70966,7,140,87000000,148336445
6820,tt1661031,3988,7,169,13892644,29908381
9436,tt7060460,13054,8,157,14666100,33504551
9777,tt8510324,1694,8,114,13769919,29239167
2069,tt0086961,4705,5,107,13853813,29862938
3894,tt0245929,32830,6,139,16104593,40538748
6671,tt1566648,11418,7,111,14480275,32703049
7422,tt2220642,26135,7,131,15676544,38340137
2941,tt0110296,3447,5,101,13771396,29446091
7803,tt2776344,5417,7,115,14026062,30513163
9334,tt6613814,3506,7,154,13905031,29893684
1292,tt0065772,10540,5,105,14301990,32013782
2015,tt0085864,1641,5,94,13609152,28702774
3872,tt0242508,4394,6,99,13865454,29865490
6471,tt1424797,29163,7,96,15886865,39387938
6703,tt1584016,-29239,5,87,30000,-14548249
745,tt0051484,1074,4,70,13538462,28404252
1581,tt0074084,24897,5,317,15449139,37452410
3005,tt0112573,996577,20,178,72000000,210000000
3861,tt0240515,47807,7,87,17316313,46251845
7267,tt2071441,1908,7,110,13736306,29152962
9313,tt6527426,26475,8,164,15730511,38562391
9696,tt8110330,125719,11,101,23627554,76049450
8239,tt3675748,4112,3,115,0,-9570402
1846,tt0082210,1474,5,131,13592472,28628506
2286,tt0092563,85184,7,113,17000000,17185632
3515,tt0151035,1077,5,85,13594570,28589669
8036,tt3268850,2813,7,98,13823757,29545727
8363,tt3919598,1169,7,90,13699663,28946919
716,tt0050414,1780,4,71,13594000,28668817
1983,tt0085236,1334,5,104,13584103,28584766
3163,tt0116767,5979,5,107,13977153,30416615
3746,tt0204932,3714,6,91,13808856,29600426
913,tt0055562,2743,5,75,13674526,29045427
1197,tt0062952,10291,5,130,14280282,31913480
1417,tt0068716,1653,5,89,13598044,28667519
1794,tt0080339,226998,13,88,3500000,34066937
3128,tt0116040,262320,11,114,80000000,256991911
5202,tt0498380,159177,11,141,19000000,67912701
5426,tt0878804,312393,12,129,29000000,119549853
6014,tt1173745,14482,7,121,14710596,33815912
217,tt0030637,8475,4,96,14116152,31162788
2401,tt0094889,82808,9,104,20000000,59169604
5323,tt0813547,44854,7,99,17111055,45234443
5900,tt1132449,11543,5,94,26350000,66472296
9735,tt8332808,2515,8,96,13834334,29546270
605,tt0046451,7466,5,94,14043768,30807733
812,tt0053198,112705,8,99,22413835,70546036
1339,tt0066914,2407,5,105,13656411,28946948
3400,tt0127276,33759,6,95,16163836,40843332
4676,tt0398808,150453,8,96,60000000,183190801
7868,tt2925642,1931,7,102,13750255,29201624
662,tt0048729,5239,5,106,13867885,29970904
1563,tt0073317,1199,0,118,13000000,26899292
2407,tt0095082,19805,6,119,15060994,35585220
4959,tt0452580,1568,6,129,13662730,28871085
5193,tt0497116,82360,6,96,1000000,5091539
6584,tt15094256,1286,6,130,13673087,28872745
6611,tt15264532,3396,6,147,13841366,29671008
8509,tt4276820,140055,17,115,25000000,82112106
9121,tt5895028,34349,8,100,16352570,41521793
5298,tt0804452,23379,7,110,15403414,37126622
5399,tt0851577,11632,6,112,14471632,32699206
6718,tt1591504,2105,6,111,13740894,29190801
9650,tt7981492,1662,7,113,13764813,29218639
1196,tt0062900,1483,5,100,13580074,28588651
1461,tt0069995,53742,6,110,17739708,48332471
3084,tt0114666,1174,1,99,14000000,29753440
6802,tt1650427,1244,6,97,13674142,28871383
1268,tt0064994,1830,5,94,13609110,28724421
1650,tt0075793,6166,5,124,13961505,30386552
4052,tt0273300,1435,6,97,13633861,28760532
4729,tt0409011,14488,6,87,14685152,33732678
6073,tt11963736,1515,6,127,13680985,28925189
2034,tt0086199,2389,5,93,13668997,28986385
2387,tt0094683,2614,5,153,13694009,29094820
5525,tt0964517,354050,14,116,25000000,93617009
5679,tt10431010,1537,6,134,13674788,28907285
6628,tt1535612,16991,7,90,14922427,34803820
6713,tt1588878,27472,7,90,15761912,38778889
2055,tt0086465,145141,14,116,40600000,127189172
2200,tt0090333,1649,5,72,13613517,28718094
4682,tt0399465,1141,6,100,13623196,28691468
4960,tt0452598,57224,7,94,60000000,169079577
6047,tt1186830,68333,8,127,70000000,199211232
362,tt0036922,2160,4,124,13617073,28788722
5555,tt0986233,69004,14,96,0,2724474
9857,tt8995218,4828,8,83,14020664,30427469
171,tt0028070,3077,4,71,13686112,29122138
585,tt0045693,1970,4,131,13606468,28731841
757,tt0051959,3438,5,81,13726629,29297393
1225,tt0063612,1657,5,98,13594491,28656259
3177,tt0117056,2641,5,95,13712083,29157548
5556,tt0986329,3196,6,143,13804189,29525327
5969,tt11542214,4073,6,118,13882232,29883835
7525,tt2325518,25932,7,90,15663421,38272993
7894,tt2980794,27988,8,133,15822163,39039091
7896,tt2984576,1528,7,95,13718783,29051364
8329,tt3838728,2944,7,98,13840080,29614668
8375,tt3966404,37587,6,97,1300000,-804226
129,tt0024593,4501,4,70,13798464,29656861
4980,tt0455829,7262,6,174,14115798,31021809
8546,tt4357368,3157,7,100,13861389,29709506
1320,tt0066540,1141,5,115,13555390,28467810
2024,tt0086026,4544,5,80,13840104,29799163
4085,tt0280590,140920,6,96,50000000,153302281
4227,tt0308443,1359,6,92,13631348,28743484
4541,tt0376105,16803,4,102,30000000,77636712
6231,tt1285240,1449,6,84,13678920,28910774
6858,tt1683042,1290,7,92,13678927,28892471
1921,tt0083801,1318,5,87,13581579,28574596
3131,tt0116209,185397,15,162,27000000,94615064
3824,tt0231971,3749,6,111,13813213,29618833
4944,tt0450188,85321,8,140,20320308,60484308
6568,tt1496380,2088,6,141,13736520,29174415
6850,tt1678040,1035,7,89,13658495,28795683
8451,tt4136456,5363,7,110,14034838,30535888
9127,tt5913798,18015,8,95,15054232,35356601
1742,tt0078748,833476,23,117,11000000,104931801
3750,tt0206013,13467,6,104,14584245,33282158
7619,tt2402985,2778,4,92,0,-9778038
8633,tt4596814,4666,7,162,13983107,30284916
9371,tt6772946,2434,7,84,13820553,29491475
2798,tt0106466,3909,5,100,13805238,29610968
2861,tt0108211,33800,6,134,16182674,40898116
5306,tt0807716,1748,6,97,13684034,28962104
5612,tt10199664,1190,6,98,13645848,28771833
8946,tt5476944,1183,7,101,13712535,28990992
9292,tt6472976,57187,9,116,18171509,50153827
2422,tt0095389,3301,5,97,13749321,29356451
4153,tt0292963,101268,9,117,18000000,25005257
5438,tt0888019,1683,6,95,13681529,28946349
5746,tt10710246,3886,6,123,13862870,29798414
9025,tt5685006,23086,8,90,15481479,37338456
9510,tt7364566,1809,7,119,13773676,29264815
690,tt0049552,3908,5,78,13762640,29470345
1816,tt0080948,4302,5,115,13816675,29693989
5688,tt1047007,3975,6,107,13868773,29828145
7743,tt2611652,8434,7,94,14264684,31647991
318,tt0034890,4742,4,97,13821437,29760413
945,tt0056196,5004,5,174,13854918,29901048
3291,tt0119588,2163,5,98,13676384,28984703
3836,tt0234748,1023,6,81,13596751,28590639
6144,tt1239267,1041,6,100,13644734,28750983
1415,tt0068655,7933,5,90,14097228,31037896
1488,tt0070666,117991,12,130,3000000,16139699
4815,tt0424434,5441,6,98,13967703,30323435
5346,tt0822868,6213,6,90,14039782,30650165
8611,tt4523112,4126,7,126,13939733,30079607
1905,tt0083260,36612,6,184,16346539,41781206
1917,tt0083652,3533,5,105,13757580,29410431
2520,tt0097937,71957,5,103,645180,14743391
7504,tt2306745,12685,7,107,14597795,33236719
8461,tt4153828,1010,7,90,13689000,28893421
9835,tt8880922,3478,8,116,13912906,29916432
3140,tt0116293,2451,5,120,13696235,29083376
5134,tt0486358,27519,7,84,15729209,38678428
5937,tt1142798,7158,6,111,14126826,31046198
6042,tt1186366,3216,0,110,3600000,512182
9393,tt6849786,1006,7,93,13707479,28953915
9470,tt7241654,22246,8,113,15427857,37062878
9116,tt5884004,1087,7,95,13708332,28966063
9252,tt6315524,5940,7,139,14096865,30806985
1138,tt0061520,1298,5,91,13564197,28514957
3308,tt0120001,2378,5,114,13693820,29066995
6602,tt1520956,27681,7,80,15775222,38847319
7104,tt1878942,26730,7,91,15714501,38535359
9014,tt5651338,1577,7,114,13745229,29144243
1043,tt0058888,18361,5,185,14918700,34949433
1691,tt0077138,5914,5,186,13942305,30294178
2338,tt0093493,31030,8,90,6000000,11514539
2832,tt0107358,2880,5,140,13724128,29224827
5233,tt0763831,41926,5,91,40000000,22044277
936,tt0056049,38434,6,96,16462720,42378537
1336,tt0066856,1745,5,88,13603724,28696858
2553,tt0099043,2923,5,150,13721920,29222500
3298,tt0119792,33959,6,128,16176715,40909273
5169,tt0492496,1821,6,102,13687075,28980547
5247,tt0774755,2160,6,103,13715596,29113698
6837,tt1667353,86475,14,106,85000000,183018522
3751,tt0206216,1147,5,112,13604897,28631801
4967,tt0453494,8224,6,95,14192001,31384044
5256,tt0780524,1648,6,100,13675077,28921032
5638,tt1028576,27781,7,123,35000000,93528672
7553,tt2358911,9845,7,95,14373018,32167961
1836,tt0082073,3555,5,110,13757695,29413348
2371,tt0094138,11642,3,97,0,-8484233
3170,tt0116883,1556,5,90,13625690,28747527
3965,tt0257360,126940,11,125,30000000,105834556
5119,tt0482629,30502,7,118,15955685,39774020
5778,tt1087458,1340,6,104,13661121,28839499
8538,tt4334636,1125,7,98,13699695,28941955
244,tt0031851,2157,4,62,13614449,28779720
1833,tt0081677,2680,5,88,13688075,29082856
2878,tt0108606,34750,6,101,16227244,41168986
4056,tt0274117,15349,6,115,14740026,34012917
8164,tt3522806,81698,14,98,40000000,115934213
211,tt0030127,1991,4,133,13600594,28714887
3494,tt0144555,1558,5,106,13632385,28769841
7779,tt2714900,13846,7,83,0,-8101000
8516,tt4293752,24051,8,90,15543218,37655575
14,tt0014109,1231,4,183,13536210,28414921
225,tt0031210,10794,5,104,14300661,32038675
360,tt0036855,27003,5,114,15591907,38166065
4646,tt0390205,2553,6,116,13734717,29222066
4823,tt0424993,46821,8,103,12000000,30991846
8730,tt4888834,23660,8,166,15518429,37527759
9614,tt7838536,8437,8,88,14302658,31773593
4385,tt0345950,86122,11,87,30000000,88129404
6293,tt1314239,1711,6,100,13701000,29013800
6600,tt15198608,6206,7,87,14064517,30730946
7579,tt2374902,6727,7,97,14125680,30992741
8764,tt4969044,7349,7,131,14199029,31306372
9601,tt7765778,21993,8,91,15411629,36979666
9880,tt9101540,1922,8,165,13790126,29332099
592,tt0045897,20385,5,95,15070491,35683399
680,tt0049287,1623,4,78,13580794,28607162
1193,tt0062808,1011,5,94,13542492,28410284
2883,tt0109098,1457,0,94,0,447784
6193,tt12659944,28466,7,127,15825553,39105544
7552,tt2358891,85688,8,141,12400000,38038487
7877,tt2948166,1153,7,85,13688588,28908546
8141,tt3496334,24764,8,96,15588796,37889645
9618,tt7857374,2188,7,97,13805980,29415054
9910,tt9213244,2762,8,95,13857499,29651146
294,tt0033787,2150,4,67,13614901,28780405
985,tt0057427,20750,5,119,15107436,35847328
3900,tt0247745,101315,7,100,3000000,18492362
4483,tt0367631,15561,6,91,14765488,34121339
7805,tt2783020,1906,7,64,13746993,29187984
2601,tt0100211,7564,5,124,0,6263883
5619,tt10214826,11782,6,148,14487997,32770474
5852,tt11166002,29100,7,62,15865916,39313283
8858,tt5215486,1842,7,120,13763149,29233897
9855,tt8991268,16705,8,89,14964777,34910545
2626,tt0101268,35228,6,100,16257795,41325915
3464,tt0139872,2432,5,161,13701264,29097772
4762,tt0415949,3198,6,90,13788328,29473242
5166,tt0491977,2460,6,90,13737810,29221546
7876,tt2943352,3016,7,99,13836667,29611710
9623,tt7879442,1469,7,99,13748925,29143986
9633,tt7903530,3818,8,92,13935858,30031326
3193,tt0117427,3163,5,100,13753902,29355654
4964,tt0452694,146516,13,107,39000000,122873610
5064,tt0473705,148765,8,127,60000000,87784194
6133,tt1234559,1801,6,124,13704930,29037136
6724,tt1598828,41861,6,91,40000000,36893721
7521,tt2321421,1897,7,149,13740558,29165721
635,tt0047898,7039,5,69,14010426,30648541
2337,tt0093477,2684,5,98,13698559,29117898
3135,tt0116247,3576,5,93,13785562,29507688
7400,tt2201251,1982,7,99,13744870,29189739
1857,tt0082410,1111,5,97,13563834,28492205
3820,tt0228871,1278,6,95,13616701,28685834
5890,tt1130884,1215368,15,138,80000000,401297965
6053,tt1189073,146883,9,120,13000000,48995379
7708,tt2551378,3918,7,138,13904987,29941024
8512,tt4283358,1602,7,96,13737089,29120278
2436,tt0095705,162007,15,85,12000000,48407838
2701,tt0103671,9143,5,125,14219357,31580199
3658,tt0181627,9432,6,71,14261627,31752936
4620,tt0386651,4987,6,85,13927679,30139087
5939,tt1144539,28941,7,93,15855839,39261327
7042,tt1827512,27164,7,87,15739471,38671360
7788,tt2726552,7427,7,95,14185541,31270873
9197,tt6135348,14757,8,143,14796656,34131477
477,tt0040872,7917,5,95,14077038,30969456
2668,tt0102443,8848,5,108,14195239,31466645
5757,tt1075747,57550,9,81,47000000,132164350
5887,tt11306376,6687,6,145,14088379,30865094
5978,tt11581174,19542,7,158,15112114,35723525
7027,tt1817273,258452,7,140,15000000,35485608
4563,tt0379217,62057,5,95,0,7897645
7484,tt2290840,6547,7,131,14109458,30918487
8274,tt3727824,1839,7,86,13751128,29193901
455,tt0040321,1142,4,100,13538021,28410637
1513,tt0071508,5709,5,95,13922410,30204925
6791,tt1645916,1567,7,90,13699596,28992572
6870,tt1694020,36827,7,95,40000000,109129383
7295,tt2088012,1112,7,110,13673593,28854359
7447,tt2243389,23144,6,90,5000000,7523525
8161,tt3520418,18223,7,84,15051282,35370846
951,tt0056291,21358,5,94,15155080,36074560
1391,tt0068190,1637,5,101,13596249,28659754
1883,tt0082799,1066,5,89,13560780,28476946
2076,tt0086999,4133,5,94,13808482,29647487
488,tt0041487,3306,4,101,13710713,29229678
1223,tt0063518,30904,6,138,0,38901218
2540,tt0098327,14389,5,104,14633134,33549688
4814,tt0424430,3392,6,138,13804804,29549946
5798,tt1092019,3332,6,88,13819875,29592744
5899,tt1132135,1010,6,94,13637327,28722981
8029,tt3259474,2754,7,137,13818929,29523004
8822,tt5117428,12992,7,101,14648782,33440282
1524,tt0071859,1653,5,83,13600202,28674636
2321,tt0093175,3401,1,96,0,-9732287
2970,tt0111003,8879,7,109,0,-8897027
4874,tt0433416,20244,4,122,12000000,26968852
7823,tt2827320,2174,7,101,13768664,29290355
99,tt0022626,1996,4,75,13598727,28709305
136,tt0025164,39954,5,107,16559925,42877754
208,tt0029957,7375,4,100,14028527,30746974
3209,tt0117797,3763,5,148,13801926,29583216
3860,tt0240425,32881,6,70,16107657,40554928
7588,tt2381111,137644,7,117,11000000,41922785
8985,tt5575408,1042,7,47,13702108,28940346
9312,tt6525978,1229,7,112,13723575,29032708
609,tt0046757,1030,4,90,13532223,28378603
1332,tt0066827,1634,5,96,13594820,28654695
3577,tt0165832,31577,6,116,16020397,40106628
4604,tt0384642,37457,9,95,45000000,56070433
7676,tt2486678,19824,7,95,15168772,35942913
8609,tt4519400,1044,7,97,13694688,28916103
32,tt0015841,5374,4,77,13865907,29979941
383,tt0037614,2845,4,115,13671949,29048683
904,tt0055256,20572,3,104,3000000,4000000
1739,tt0078718,-21965,6,119,0,-13577747
5529,tt0972558,5437,2,115,36500000,94411026
7044,tt1828232,1264,7,47,13680607,28895016
3046,tt0113725,5749,5,110,13956510,30322014
3280,tt0119375,13938,6,96,14612206,33428676
5179,tt0493452,1718,6,90,13679087,28942329
7294,tt2088003,32408,6,90,8500000,7500000
8065,tt3328442,2229,7,102,13777917,29327216
9545,tt7527912,2422,7,66,13823106,29498515
2173,tt0089686,66717,8,87,3000000,8383665
6107,tt1220634,167447,0,96,60000000,300228084
8711,tt4831682,1651,7,54,13744994,29151999
1797,tt0080437,19432,5,113,4500000,5487785
7645,tt2436682,10755,5,110,10000000,19869741
1232,tt0063834,1285,5,87,13565059,28516303
2696,tt0103184,5069,5,89,13895393,30042044
5573,tt0995868,17788,6,107,0,-7524445
7934,tt3061836,5766,7,84,14056445,30653605
9079,tt5791536,3667,7,120,13912683,29937481
1709,tt0077533,6887,5,105,14020008,30662627
3588,tt0167203,33406,6,114,16141325,40727581
5175,tt0493393,4117,6,62,13869710,29847603
8053,tt3306776,1398,7,90,13711615,29012736
9581,tt7668870,154684,12,102,25927784,86975209
9637,tt7919810,3200,7,120,13886814,29798325
9964,tt9619798,21304,8,90,15367584,36753436
3060,tt0113922,1408,5,129,13611710,28684356
4095,tt0282179,32440,6,96,16079552,40410402
7510,tt2314886,25960,7,89,15665225,38282266
248,tt0032080,2941,4,135,13676860,29075946
750,tt0051776,4795,5,158,13834370,29809179
1147,tt0061620,38033,6,91,16437050,42246716
6309,tt13249198,1320,6,145,13670245,28867289
3721,tt0198386,5929,6,88,13984431,30434857
7764,tt2673812,1851,7,82,13741796,29164501
9530,tt7455754,18928,8,86,15134937,35728038
9654,tt7998242,21910,8,186,15406661,36953534
1226,tt0063615,1092,5,99,13549597,28443056
1545,tt0072890,247872,7,125,1800000,32389959
2461,tt0096256,122365,11,94,4000000,19654782
3189,tt0117318,92279,9,130,36000000,106114491
6207,tt1273678,42907,6,94,28000000,75915854
9534,tt7465992,11589,8,177,14551619,32958084
1157,tt0061789,2318,5,109,13645666,28901246
1408,tt0068528,2312,5,100,13650251,28915677
3363,tt0120855,215049,12,88,150000000,448000000
6821,tt1661099,27267,7,90,15748812,38711602
1022,tt0058331,165535,15,139,6000000,102272727
1168,tt0062032,1090,5,84,13548267,28438437
1964,tt0084704,1191,5,96,13572351,28529521
2697,tt0103186,3685,5,96,13785394,29519694
8337,tt3859310,10580,7,102,14447260,32497560
1929,tt0083931,1899,5,86,13627926,28794438
2218,tt0091019,2424,5,95,13675490,29011838
3382,tt0123390,33793,6,95,16166019,40854546
5671,tt10370116,2911,6,120,13783850,29425391
992,tt0057569,7497,5,81,14054036,30845176
1706,tt0077421,2388,5,119,13662305,28964196
4856,tt0429573,25439,7,83,15558254,37874796
993,tt0057578,6365,5,134,13964074,30417964
1132,tt0061418,-12115,12,111,2500000,-4982186
2415,tt0095244,2055,5,103,13650131,28885661
7833,tt2855648,24075,2,130,5400000,6500000
268,tt0032653,3135,4,98,13692682,29150493
1449,tt0069718,37461,6,95,16400481,42058853
4372,tt0340377,69332,5,89,500000,8679814
4686,tt0401085,32160,7,129,16089111,40400476
5780,tt1087524,1330,6,93,13660365,28835854
6139,tt1235842,2218,6,96,13738197,29194931
2738,tt0104756,21869,9,129,0,7286388
5396,tt0848552,1804,6,83,13690300,28989225
6664,tt1562859,8092,7,155,14215741,31447134
8834,tt5157456,4569,7,142,13979448,30261667
525,tt0043014,213309,11,110,1752000,5000000
678,tt0049259,1420,4,112,13564620,28530413
2035,tt0086216,33450,8,94,10000000,23254087
2369,tt0094118,12469,5,95,14477055,32813567
8961,tt5512872,3926,7,88,13930889,30027385
342,tt0035966,5268,4,134,13863739,29960571
1642,tt0075669,7567,5,184,14072721,30914875
2611,tt0100502,84349,10,117,35000000,102064688
3161,tt0116756,24021,6,93,15411346,37226785
3328,tt0120338,1107772,26,194,200000000,726264604
8556,tt4382872,11001,8,92,0,16775
8724,tt4875960,4757,7,95,13992169,30325298
456,tt0040338,8372,5,95,14112784,31139808
1107,tt0060668,2453,5,119,13655390,28948882
1466,tt0070099,1387,5,92,13577887,28570373
8537,tt4331970,6265,7,116,14108277,30882088
56,tt0018451,1459,4,106,13555174,28503753
80,tt0020793,1102,4,88,13527277,28370587
2361,tt0093991,1468,5,74,13602376,28660484
2901,tt0109506,176246,15,102,15000000,59099700
3747,tt0205177,13113,6,82,14556041,33148327
4302,tt0326965,2067,6,104,13689144,29015726
4710,tt0405266,4334,6,117,13877588,29898597
5970,tt1155060,1321,6,93,13663482,28845097
7009,tt1806913,8913,7,140,14287962,31779983
7882,tt2948790,25255,8,92,15620149,38050718
4739,tt0411323,2848,6,102,13760042,29339602
6876,tt1699755,4812,7,95,13959269,30223117
6915,tt1723642,3818,10,105,50000000,132572516
7596,tt2387499,61217,9,105,40000000,29918745
1491,tt0070696,1486,5,95,13586262,28609407
4120,tt0286112,77929,8,113,0,42776760
5171,tt0492835,5403,6,119,13971865,30332782
8688,tt4744086,5606,7,126,14058937,30643385
1112,tt0060908,3902,5,102,13770677,29496162
6360,tt1350484,1199,6,80,13661648,28824987
8324,tt3828858,1037,7,90,13688383,28894498
