tconst,FullText
tt1490759,unresolved sexual tension
tt14923112,methagu
tt1492705,all i wish: an aspiring fashion designer struggles to find success and love until unexpectedly meeting her match on her birthday.
tt1493157,"nature calls: determined to honor his fathers scouting legacy and mount one last comeback for his dwindling troop, assistant scoutmaster randy stevens pays a visit to his business-minded brother kirk, who is throwing a television-themed slumber party for his newly adopted 10-year-old son at his mcmansion. randy pressures the boys to secretly ditch the party and join him on a weekend scout trip. pursued by kirk and his security guard, the adventure lands the boys in trouble at every turn, pits them against angry parents and park rangers, yet ultimately turns the group of sheltered kids into a troop to be reckoned with. (magnolia)"
tt1496380,chennai 600028
tt1496422,"the paperboy: a reporter returns to his florida hometown to investigate a case involving a death row inmate. it all begins in the steamy rural backwater of moat county, florida, where things have been done the same way for decades, yet change is bubbling beneath the surface.  boyish jack jansen, son of the local newspaper publisher, has just returned home after being kicked out of college, only to take the lowly job of paperboy.  but that too changes when his idolized journalist brother ward comes to town from miami on the trail of a story that could make his career.  bringing in tow his hotshot writing partner yardley and the alluring death-row groupie charlotte bless, ward plans to prove that an innocent man has been railroaded on his way to the electric chair. with jack as their driver, the quartet arranges to meet hillary van wetter, the seedy alligator hunter hastily convicted of killing the local sheriff, at the prison.  but what erupts between them all is a tangled web of sexual tension, mixed motives and shadowy facts that will set off not only a search for the truth but a chain reaction of passion and violence. observing it all is jacks only real confidante -- the disregarded family maid anita  who watches in dismay as his innocence is turned inside out. (millennium entertainment) everglades reporter newspaper man pantyhose gay lead character death row inmate gay brother man on a toilet"
tt1498858,ocean heaven
tt15010478,9/11: inside the presidents war room
tt1502396,"alamar: jorge has only a few weeks with his five-year-old son natan before he leaves to live with his mother in rome. intent on teaching natan about their mayan heritage, jorge takes him to the pristine chinchorro reef, and eases him into the rhythms of a fishermans life. as the bond between father and son grows stronger, natan learns to live in harmony with life above and below the surface of the sea. (film movement)"
tt1502404,"drive angry: milton is a hardened felon who has broken out of hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. he joins forces with piper, a sexy, tough-as-nails waitress with a 69 charger, whos also seeking redemption of her own. caught in a deadly race against time, milton has three days to avoid capture, avenge his daughters death, and save her baby before shes mercilessly sacrificed by the cult. milton is a hardened felon who has broken out for one last chance at redemption. hell bent on stopping a vicious cult of fanatics who murdered his daughter, he has three days to stop them before they sacrifice his infant granddaughter beneath a full moon. milton must use his anger to go beyond all human limits in order to save his last connection with humanity. (summit entertainment) bone car explosion premarital sex satanic cult drivers license finger gun backhand slap car jump man punching a woman magic trick"
tt1502417,assassins run
tt1503096,camping 2
tt1504319,"road to nowhere: a passionate filmmaker creating a film based upon a true crime casts an unknown mysterious young woman bearing a disturbing resemblance to the femme fatale in the story. unsuspectingly, he finds himself drawn into a complex web of haunting intrigue: he becomes obsessed with the woman, the crime, her possibly notorious past, and the disturbing complexity between art and truth. from the smoky mountains of north carolina to verona, rome, and london, new truths are revealed and clues to other crimes and passions, darker and even more complex, are uncovered. theres a murky tenuous balance between reality and fiction; particularly when it involves a beautiful young woman, murder, a powerful politico, a missing fortune and suicide. a passionate filmmaker, creating a film based upon a true crime, casts an unknown mysterious young woman bearing a disturbing resemblance to the femme fatale in the story. he finds himself unsuspectingly drawn into a complex web of haunting intrigue, obsessed with the woman, the crime, her possibly notorious past and the disturbing complexity between art and truth. from the smoky mountains of north carolina to verona, rome and london, new truths are revealed and clues to other crimes and passions, darker and even more complex are uncovered. (monterey media inc.)
 passion murder suspense filmmaker reality vs fiction"
tt1504320,"the kings speech: the kings speech tells the story of the man who became king george vi, the father of queen elizabeth ii. after his brother abdicates, george (bertie) reluctantly assumes the throne. plagued by a dreaded stutter and considered unfit to be king, bertie engages the help of an unorthodox speech therapist named lionel logue. through a set of unexpected techniques, and as a result of an unlikely friendship, bertie is able to find his voice and boldly lead the country into war. based on the true story of the queen of englands father and his remarkable friendship with maverick australian speech therapist lionel logue. the kings speech stars academy award nominee colin firth as king george vi, who unexpectedly becomes king when his brother edward abdicates the throne. academy award winner geoffrey rush stars as logue, the man who helps the king find a voice with which to lead the nation into war. (the weinstein company) great britain radio monarchy radio transmission royal family speech marriage royalty death of father"
tt1506999,"haywire: mallory kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. after successfully freeing a chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. suddenly the target of skilled assassins who know her every move, mallory must find the truth in order to stay alive. mallory kane is a highly trained operative who works for a government security contractor in the dirtiest, most dangerous corners of the world. after successfully freeing a chinese journalist held hostage, she is double crossed and left for dead by someone close to her in her own agency. suddenly the target of skilled assassins who know her every move, mallory must find the truth in order to stay alive. using her black-ops military training, she devises an ingeniousand dangeroustrap. but when things go haywire, mallory realizes shell be killed in the blink of an eye unless she finds a way to turn the tables on her ruthless adversary.  (relativity media)
 mercenary secret agent rescue foot chase spanish"
tt1507005,naan mahaan alla
tt15094256,parigettu parigettu
tt1510274,"lyubov v bolshom gorode 2: our three hapless heroes - igor, artyom, and sauna - return for another lesson from st. valentine. this time they must learn the true value of fatherhood."
tt1510906,third star
tt1513713,love in another language
tt15141242,trayam
tt15145772,200: halla ho
tt1515091,"sherlock holmes: a game of shadows: there is a new criminal mastermind at large (professor moriarty) and not only is he holmesao intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective. sherlock holmes has always been the smartest man in the room... until now. there is a new criminal mastermind at largeprofessor moriartyand not only is he holmes intellectual equal, but his capacity for evil, coupled with a complete lack of conscience, may actually give him an advantage over the renowned detective. when the crown prince of austria is found dead, the evidence, as construed by inspector lestrade, points to suicide. but sherlock holmes deduces that the prince has been the victim of murdera murder that is only one piece of a larger and much more portentous puzzle, designed by professor moriarty. the cunning moriarty is always one step ahead of holmes as he spins a web of death and destructionall part of a greater plan that, if he succeeds, will change the course of history. (warner bros. pictures)


 detective inspector steampunk criminal mastermind"
tt1516593,tilva rosh
tt1517225,the enemy
tt15192796,brandy diaries
tt1519461,"area 51: three young conspiracy theorists attempt to uncover the mysteries of area 51, the governments top secret location rumored to have hosted encounters with alien beings. what they find at this hidden facility exposes horrifying, unimaginable secrets."
tt15198608,prey
tt1520498,"the oogieloves in the big balloon adventure: the film follows the oogieloves - goobie, zoozie and toofie - as they set out to find five magical golden balloons in time for their good friend schluufys surprise birthday party. with the help of their best friends, j. edgar, windy window and ruffy, and the support of many extraordinary new friends whom they meet along the way, the oogieloves travel throughout all of beautiful lovelyloveville on their search. theyll need plenty of creative thinking, teamwork and enthusiasm to rescue these one-of-a-kind balloons in time for the big celebration. but when the oogieloves work together with the audience, they can achieve anything! (big balloon adventure movie)"
tt1520956,iron doors
tt1521877,vanishing of the bees
tt1523267,arctic blast
tt1523415,bes sehir
tt1523485,kill katie malone
tt1524131,"knucklehead: when overgrown orphan walter accidentally burns down his orphanage, the school finds itself in desperate need of cash. enter low-rent con artist eddie who sees enormous opportunity for the gentle giant in the underground mma circuit. only problem is walter has never harmed a fly. (wwe studios)"
tt1526284,ay lav yu
tt15264532,ratnan prapancha
tt1527211,toyour elzalam
tt1528734,food matters
tt1529240,brownian movement
tt1529252,the man next door
tt1530509,"human centipede 2: tom six discusses the story concept: a lonely man finds a dvd recording of the first film and becomes a super-fan of it.  he decides to create his own human centipede twelve people long."
tt1532382,"hooked: after a stunning victory at a cyber sport tournament, the winning gamers are awarded cds with a brand new game. after playing this game, each of them is affected with some force, turning their gaming abilities into real ones. they each become the best fighters, shooters and racers in real life. however, this does not go unnoticed. through blackmail, cheating and bribes, authorities offer the gamers a job. but as soon as the lies are revealed it becomes clear that they are not heroes saving their country but nothing more than paid assassins. moreover, the producer of the game is keeping many more of the same cds, so many more heroes like themselves could also be produced. now the gamers have to find the cds and either destroy them or create an army of gamers and rule over all. the team becomes divided into two, each pitted against the other"
tt1533084,the traveler
tt1534084,in gold we trust
tt1535020,peraanmai
tt1535109,"captain phillips: the true story of captain richard phillips and the 2009 hijacking by somali pirates of the us-flagged mv maersk alabama, the first american cargo ship to be hijacked in two hundred years. the true story of captain richard phillips and the 2009 hijacking by somali pirates of the us-flagged mv maersk alabama, the first american cargo ship to be hijacked in two hundred years. ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargo ship ship captain ship hijacking somali commando unit"
tt1535612,"the son of no one: in this searing police thriller, jonathan is a second-generation cop who gets in over his head when hes assigned to re-open a double homicide cold case in his queens neighborhood.  an anonymous source feeding new information on the long-unsolved murders to a local reporter leads to evidence suggesting a possible cover-up by the former lead detective who was on the investigation.  as jonathan digs deeper into the assignment, a dark secret about the case emerges, which threatens to destroy his life and his family. (anchor bay entertainment)"
tt1536044,"paranormal activity 2: just as dan and kristi welcome a newborn baby into their home, a demonic presence begins terrorizing them, tearing apart their perfect world and turning it into an inescapable nightmare. security cameras capture the torment, making every minute horrifyingly real. after experiencing what they think are a series of break-ins, a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem. ouija board haunting demonic possession found footage duringcreditsstinger"
tt1536410,faces in the crowd
tt1537401,leap year: laura lives deep in the melancholy of her troubled past in oaxaca. her solitary days pass until she decides to end it all. laura meets arturo who that will help her finish off the pain of her existence.
tt1537715,abimm
tt1537717,"love, bitter"
tt1537772,the wings of the night
tt1539997,kerala cafe
tt1540005,cloned: the recreator chronicles
tt1540128,"playing for keeps: a former professional athlete with a weak past tries to redeem himself by coaching his sons soccer team, only to find himself unable to resist when in scoring position with his players restless and gorgeous moms."
tt1540741,a single shot: the tragic death of a beautiful young girl starts a tense and atmospheric game of cat and mouse between hunter john moon and the hardened backwater criminals out for his blood. the tragic death of a beautiful young girl starts a tense and atmospheric game of cat and mouse between hunter john moon and the hardened backwater criminals out for his blood. based on novel hunt
tt1541123,astronaut: the last push
tt15412176,"next stop, christmas"
tt1543459,war games
tt1544578,chop
tt1545660,knights of badassdom: live-action role players conjure up a demon from hell by mistake and they must deal with the consequences.
tt1545754,"are you here: when his off-the-grid best buddy ben baker (zach galifianakis) inherits his estranged fathers fortune, womanizing local weatherman steve dallas (owen wilson) joins forces with him to battle the legal challenge brought by bens formidable sister (amy poehler). [millennium entertainment]"
tt15458036,savitri w/o satyamurthy
tt1549589,"elles: a journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition. a provocative exploration of female sexuality, elles stars the fearless juliette binoche as anne, a well-off parisian journalist investigating the lives of two student prostitutes for a magazine article. what begins as a routine assignment, though, quickly turns personal, as anne is drawn into the lives of these fiercely independent young women and forced to confront her own sexual fears and desires. (kino lorber) female nudity sex journalist wife husband relationship prostitution women dancing together golden shower woman woman relationship woman journalist woman director"
tt1550312,"cafe de flore: cafe de flore is a love story about people separated by time and place but connected in profound and mysterious ways. atmospheric, fantastical, tragic and hopeful, the film chronicles the parallel fates of jacqueline, a young mother with a disabled son in 1960s paris, and antoine, a recently divorced, successful dj in present day montreal. what binds the two stories together is love - euphoric, obsessive, tragic, youthful, timeless love. (adopt films)"
tt15528002,vinodhaya sitham
tt1554091,"a better life: a gardener in east l.a. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the citys wealthy landowners. from the director of about a boy comes a better life  a touching, poignant, multi-generational story about a fathers love and the lengths a parent will go to give his child the opportunities he never had. (summit entertainment) california garden immigrant truck illegal immigrant gardener stolen truck"
tt1554414,"the dish & the spoon: the romantic comedy follows rose, whose life changes after discovering her husbands affair. she later crosses paths with a marooned teenager in a boarded-up delaware beach town and begins a delicate friendship. what ensues is a poignant and touching journey to that is remembered well after the credits roll. (screen media films)"
tt1556190,"nostalgia for the light: patricio guzman travels to chiles atacama desert where astronomers examine distant galaxies, and women dig for the remains of relatives. [icarus films]"
tt1557843,purge
tt1558250,gasland
tt1559027,dagostino
tt1560957,i want your money
tt1560978,rogue river
tt1562563,jerusalem countdown
tt1562859,golmaal 3
tt1563719,hunt to kill
tt1564369,scavengers
tt1564916,head over heels
tt1565064,in montauk
tt1565068,piazza fontana: the italian conspiracy
tt1566648,"waiting for superman: for a nation that proudly declared it would leave no child behind, america continues to do so at alarming rates. despite increased spending and politicians promises, our buckling publiceducation system, once the best in the world, routinely forsakes the education of millions of children. oscar winning filmmaker davis guggenheim reminds us that education statistics have names: anthony, francisco, bianca, daisy, and emily, whose stories make up the engrossing foundation of waiting for superman. as he follows a handful of promising kids through a system that inhibits, rather than encourages, academic growth, guggenheim undertakes an exhaustive review of public education, surveying dropout factories and academic sinkholes, methodically dissecting the system and its seemingly intractable problems. however, embracing the belief that good teachers make good schools, guggenheim offers hope by exploring innovative approaches taken by education reformers and charter schools that havein reshaping the culturerefused to leave their students behind. (paramount vantage point)"
tt1567312,gelecekten bir gun
tt1568150,"joan rivers: a piece of work: joan rivers: a piece of work takes the audience on a year long ride with legendary comedian joan rivers in her 76th year of life.  peeling away the mask of an iconic comedian and exposing the struggles, sacrifices and joy of living life as a ground breaking female performer. the film is an emotionally surprising and revealing portrait of one the most hilarious and long-standing career women ever in the business. (ifc films)"
tt1568323,beatdown
tt1568334,the tillman story: pat tillman never thought of himself as a hero. his choice to leave a multimillion-dollar football contract and join the military wasnt done for any reason other than he felt it was the right thing to do. the fact that the military manipulated his tragic death in the line of duty into a propaganda tool is unfathomable and thoroughly explored in amir bar-levs riveting and enraging documentary.
tt1568343,"the humbling: based on philip roths novel, the humbling tells the story of a legendary stage actor who has an affair with a lesbian woman half his age at a secluded country house in connecticut. simon axler (al pacino) has known nothing but the stage since he was thirteen. when he feels his craft slip away from him, he has a mental breakdown and retreats to the woods to live a quiet life until the daughter of his closest friend shows up at his house. the relationship takes unusual turns as people from their past surface and chaos ensues."
tt1568346,"the girl with the dragon tattoo: this english-language adaptation of the swedish novel by stieg larsson follows a disgraced journalist, mikael blomkvist, as he investigates the disappearance of a weary patriarchs niece from 40 years ago. he is aided by the pierced, tattooed, punk computer hacker named lisbeth salander. as they work together in the investigation, blomkvist and salander uncover immense corruption beyond anything they have ever imagined. based on stieg larssons posthumously published crime thriller trilogy, the millennium series. the book describes the mystery surrounding the long-unsolved disappearance of an heiress. a journalist recently dinged by a libel case and a young female hacker try to resolve it, stirring up bundles of personal and industrial corruption along the way. (sony pictures) rape journalist based on novel journalism hacker nazis punk investigation remake antisocial personality disorder serial killer disappearance hacking computer hacker bible quote scandinavian abuse"
tt15686202,no mans land
tt1568929,the mooring
tt1569364,"black lightning: black lightning is a russian superhero film about a moscow university student who discovers that his otherwise unremarkable car can fly. after his father is attacked, he decides to use the car to fight crime and becomes the citys defender against an evil millionaire."
tt15694846,prince the fighter
tt1570538,ada: zombilerin dugunu
tt1570619,where? wolf?
tt1570732,vettaikaaran
tt15715122,dybbuk: the curse is real
tt1571724,"honey: a first year schoolboy, the sensitive yusuf lives with his beekeeper father yakup and pretty young mother zehra in an isolated region in northeast turkey , bordering a magical forest where yakup places his specially made hves and makes a living gathering prized black honey. yusuf often accompanies his father, whom he greatly loves and admires, on these trips and they share a special bond, not only with each other but with the mystical countryside. however, with his familys livelihood endangered by the progressive disappearance of bees, yakup has no choice but to venture into more treacherous mountainous areas to hang his hives. days pass and yakup does not return. distraught, yusuf slips into silence but finally summons all his courage and alone, runs deep into the forest to search for his father. (olive films)"
tt1572311,tees maar khan
tt1573478,paleri manikyam: oru pathirakolapathakathinte katha
tt1576440,"good neighbours: neighbors spencer and louise have bonded over their fascination with a recent string of murders terrorizing their community. when a new tenant named victor arrives in the building, all three quickly hit it off. but as they soon discover, each of them has their own dark secret. as the violence outside mounts, the city retreats indoors for safety. but the more time these three spend together in their apartment building, the clearer it becomes that what they once thought of as a safe haven is as dangerous as any outside terrors they could imagine. smart dialogue, strong performances and jarring thrills give this film all the elements of a great mystery. (magnolia pictures)"
tt15767726,ram asur
tt1577055,mask maker
tt1578882,elephant white
tt1579232,freerunner
tt1580426,repeaters
tt1582271,"the good doctor: dr. martin blake, who has spent his life looking for respect, meets an 18-year-old patient named diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. however, when her health starts improving, martin fears losing her, so he begins tampering with her treatment, keeping diane sick and in the hospital right next to him. martin blake is an ambitious but anxious young doctor, eager to impress his superiors and colleagues: chief resident waylans, self-assured fellow intern dan and no-nonsense nurse theresa. but things are not going martins way and he cant seem to shake off his insecurities. when 18-year-old patient diane is admitted for a kidney infection, martin steps in, getting the much-needed boost of self-esteem he craves. but things take a dark turn as his enthusiasm begins to become an obsession. (magnolia pictures)"
tt1582507,"house at the end of the street: a mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. when the daughter befriends the surviving son, she learns the story is far from over. seeking a fresh start, newly divorced sarah and her daughter elissa  find the house of their dreams in a small, upscale, rural town. but when startling and unexplainable events begin to happen, sarah and elissa learn the town is in the shadows of a chilling secret. years earlier, in the house next door, a daughter killed her parents in their beds, and disappeared - leaving only a brother, ryan, as the sole survivor. against sarahs wishes, elissa begins a relationship with the reclusive ryan - and the closer they get, the deeper theyre all pulled into a mystery more dangerous than they ever imagined. (relativity media) mother daughter relationship cross dressing violence mother son relationship father son conflict"
tt1582546,maryada ramanna
tt1582604,simha
tt1583323,steam of life
tt1584016,"catfish: nev, a 24-year-old new york-based photographer, has no idea what hes in for when abby, an eight-year-old girl from rural michigan, contacts him on facebook, seeking permission to paint one of his photographs. when he receives her remarkable painting, nev begins a friendship and correspondence with abbys family. but things really get interesting when he develops a cyber-romance with abbys attractive older sister, megan, a musician and model. prompted by some startling revelations about megan, nev and his buddies embark on a road trip in search of the truth. in late 2007, filmmakers ariel schulman and henry joost sensed a story unfolding as they began to film the life of ariels brother, nev. they had no idea that their project would lead to the most exhilarating and unsettling months of their lives. a reality thriller that is a shocking product of our times, catfish is a riveting story of love, deception and grace within a labyrinth of online intrigue. (rogue pictures)  aftercreditsstinger"
tt1584131,"the last godfather: young-goo the son of mafia boss don carini, is too foolish to be part of the mafia elite. one day, young-goo comes to his father and is trained by tony v to be his fathers successor. a few days later, young-goo accidentally rescues nancy, the only daughter of don bonfante, the boss of a rival mafia family. but vinnie, an under-boss of the bonfante family kidnapped her and fabricates that young-goo has taken her. vinnies behavior provokes an armed conflict between the two families."
tt1584813,"reindeerspotting - escape from santaland: reindeerspotting is a documentary film of a group of young guys living in rovaniemi, arctic circle, dabbling in petty crime and hard drugs. one of them, jani, has lost five years of his life and two fingers to his lifestyle. he wants to leave lapland and his old life behind. robbing a supermarket is a start for his getaway. a few years back a documentary film-maker, joonas neuvonen, was a young men living on social welfare, using drugs on daily basis. he started to film his friends and their life. this is the story of jani. (bronson club)"
tt1584941,vicky and the treasure of the gods
tt1586753,the incite mill
tt1588170,"i saw the devil: on a freezing, snowy night, his latest victim is the beautiful ju-yeon, daughter of a retired police chief and pregnant fiancee of elite special agent dae-hoon. obsessed with revenge, dae-hoon decides to track down the murderer, even if doing so means becoming a monster himself. and when he finds kyung-chul, turning him in to the authorities is the last thing on his mind. (magnet releasing)"
tt1588878,"the late bloomer: dr. pete newmans (johnny simmons) is a successful sex therapist whose practice is devoted to helping people re-channel their sexual impulses. when his doctors discover a pituitary tumor that has delayed his onset of puberty for 15 years, pete undergoes what would normally be years of puberty in a matter of weeks. mood swings, voice changes, acne and, of course, near uncontrollable erections greet pete as he tries to navigate life as both a horny 15 year-old kid and a 30 year-old desperate to be a complete man and get the girl of his dreams."
tt1589427,ev
tt1590089,confessions
tt1591504,the hunters
tt1592292,zero 2
tt1592527,"the black power mixtape 1967-1975: the black power mixtape 1967-1975 mobilizes a treasure trove of 16mm material shot by swedish journalists who came to the us drawn by stories of urban unrest and revolution. gaining access to many of the leaders of the black power movementstokely carmichael, bobby seale, angela davis and eldridge cleaver among themthe filmmakers captured them in intimate moments and remarkably unguarded interviews. thirty years later, this lush collection was found languishing in the basement of swedish television. director goran olsson and co-producer danny glover bring this footage to light in a mosaic of images, music and narration chronicling the evolution one of our nations most indelible turning points, the black power movement. music by questlove and ommas keith, and commentary from prominent african- american artists and activists who were influenced by the struggle -- including erykah badu, harry belafonte, talib kweli, and melvin van peebles -- give the historical footage a fresh, contemporary resonance and makes the film an exhilarating, unprecedented account of an american revolution. [sundance selects]"
tt1594917,age of the dragons
tt1596343,"fast five: former cop brian oconner partners with ex-con dom toretto on the opposite side of the law. since brian and mia toretto broke dom out of custody, theyve blown across many borders to elude authorities. now backed into a corner in rio de janeiro, they must pull one last job in order to gain their freedom. fugitive dom toretto (vin diesel) partners with former cop brian oconner (paul walker) on the opposite side of the law in exotic rio de janeiro, brazil. there they are hunted by a high-powered u.s. strike force led by its toughest fed (dwayne johnson) and an army of corrupt cops working for a ruthless drug kingpin. to gain their freedom and win this ultimate high-stakes race, they must pull off one last job - an insane heist worth $100 million. [universal pictures] brazil fbi freedom escape from prison car crash heist organized crime on the run money fugitive police chase escaped convict car imax automobile racing duringcreditsstinger"
tt1598828,"one for the money: an unemployed lingerie buyer convinces her bail bondsman cousin to give her a shot as a bounty hunter. her first assignment is to track down a former cop on the run for murder ai the same man who broke her heart years before. with the help of some friends and the best bounty hunter in the business, she slowly learns what it takes to be a true bounty hunter. stephanie plum cant catch a break. at 30, she finds herself newly-divorced, recently laid-off, and living with her hamster in trenton, n.j. broke and desperate, she lands a job working for her slimy cousin and his bail bond business. in need of fast cash she latches on to his biggest case  a local cop wanted for murder who just happens to be the guy that broke her heart in high school. stephanie gets resourceful and tough, as she is swept up in a suspenseful world of murder, deceit, with a bit of romance. (lionsgate)

 bounty hunter based on novel romance framed bail jumper woman director"
tt1600196,"the drop: bob saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhoods past where friends, families, and foes all work together to make a living - no matter the cost. in the underworld of brooklyn bars, money drops are used to funnel cash to local gangsters. when a robbery at the bar of his employer and cousin marv (james gandolfini) goes awry, bartender bob saginowski (tom hardy) finds himself entwined in an investigation that digs deep into the neighborhoods past where friends, families, and foes all work together to make a livingno matter the cost. [fox searchlight] robbery bar winter blackmail hitman bartender crime boss organized crime mobster pitbull church catholic brooklyn new york city ex-con super bowl abandoned puppy"
tt1600701,captifs
tt1601792,aa naluguru
tt1601798,allare allari
tt1601823,esrefpasalilar
tt1602479,love in a puff
tt1602572,echoes of the rainbow
tt1602613,"only god forgives: julian, who runs a thai boxing club as a front organization for his familys drug smuggling operation, is forced by his mother jenna to find and kill the individual responsible for his brothers recent death. julian lives in exile in bangkok where he runs a thai boxing club as a front for the familys drugs smuggling operation. when julians brother billy is killed their mother, jenna, arrives in the city. she wants revenge and forces julian to find the killer. julians contacts in the criminal underworld lead him directly to the angel of vengeance, a retired police officer. bangkok suicidal arthouse neo-noir drug trafficker very little dialogue emasculation"
tt1603257,"atm: on a late night visit to an atm, three co-workers end up in a desperate fight for their lives when they become trapped by an unknown man. after leaving their company christmas party together, david hargrove and emily brandts impromptu first date takes an unexpected turn when their coworker, corey, asks them to make a late-night stop at an atm.  what should be a routine transaction turns into a desperate struggle for survival when an unknown man appears outside the vestibule.  with the wintry temperatures dipping below freezing, and the morning sunrise still hours away, they have no choice but to play the mans deadly game of cat-and-mouse. (ifc midnight) atm hooded figure duringcreditsstinger"
tt1603362,prasthanam
tt1606390,all things fall apart
tt1606392,"win win: when down-on-his-luck part-time high school wrestling coach mike agrees to become legal guardian to an elderly man, his wards troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boys mother retrieves him. disheartened attorney mike flaherty, who moonlights as a high school wrestling coach, stumbles across a star athlete through some questionable business dealings while trying to support his family. just as it looks like he will get a double payday, the boys mother shows up fresh from rehab and flat broke, threatening to derail everything. (fox searchlight pictures) sport coach lawyer wrestling coach"
tt1607577,love and other troubles
tt1608516,lauf junge lauf
tt1608776,kurt josef wagle og legenden om fjordheksa
tt1609168,"vinnaithaandi varuvaayaa: a young, aspiring filmmaker falls in love with a girl who moves into the house above his, but her sophisticated nature does more harm than good to him."
tt1609808,asa-nisse - walkom to knohult
tt1611224,"abraham lincoln: vampire hunter: president lincolns mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers. president lincolns mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers. usa president vampire steam locomotive american civil war 19th century abraham lincoln 3d"
tt1612774,"rubber: in the california desert, the adventures of a telepathic killer-tire, mysteriously attracted by a very pretty girl, as witnessed by incredulous onlookers. rubber is the story of robert, an inanimate tire that has been abandoned in the desert, and suddenly and inexplicably comes to life. as robert roams the bleak landscape, he discovers that he possesses terrifying telepathic powers that give him the ability to destroy anything he wishes without having to move. at first content to prey on small desert creatures and various discarded objects, his attention soon turns to humans, especially a beautiful and mysterious woman who crosses his path. leaving a swath of destruction across the desert landscape, robert becomes a chaotic force to be reckoned with, and truly a movie villain for the ages.(magnolia pictures)


 exploding building duringcreditsstinger"
tt1612782,"the butterfly room: ann, a reclusive elegant lady, with an obsession for butterflies, is befriended by the eerily beautiful young alice. using her seductive innocence, alice establishes a disturbing mother daughter relationship with ann. lured into her twisted world, ann soon discovers that she is not the only recipient of the girls affections. confronted by alices other lady friends, anns shock awakens a dark, hidden past, unchaining a spiral of madness: a series of brutal and bizarre crimes that ann will have to commit to preserve her harmless and deceptive appearances. the only one who recognizes theres something unsettling about ann, is nine year old julie, her next door neighbours daughter. with the inevitable curiosity of a child, julie begins to explore the corners of anns apartment, discovering a dark secret hidden in the walls of the forbidden butterfly room. no one believes what shes seen except for anns daughter. horrified, she realises that the fate of the young girl lies in her hands."
tt1613023,"beats, rhymes & life: the travels of a tribe called quest: michael rapaport sets out on tour with a tribe called quest in 2008, when they reunited to perform sold-out concerts across the country, almost ten years after the release of their last album, the love movement.  as he travels with the band members, rapaport captures the story of how tenuous their relationship has become; how their personal differences and unresolved conflicts continue to be a threat to their creative cohesion.  when mounting tensions erupt backstage during a show in san francisco, we get a behind-the-scenes look at their journey and contributions as a band and what currently is at stake for these long-time friends collaborators. (sony picture classics)"
tt1613062,"the music never stopped: henry struggles to bond with his estranged son, gabriel, who suffers from a brain tumor that prevents him from forming new memories. with gabriel unable to shed the beliefs and interests that caused their physical and emotional distance, henry must learn to embrace his sons choices and try to connect with him through music. based on a case study by dr. oliver sacks (awakenings), and featuring music from bob dylan, the beatles and the grateful dead, the music never stopped chronicles the heartwarming journey of a father and son adjusting to cerebral trauma and a lifetime of missed opportunities through the music that embodied the generation gap of the 1960s.(roadside attractions) independent film"
tt1613092,happy
tt1613750,"kon-tiki: the story of legendary explorer thor heyerdals epic 4,300 miles crossing of the pacific on a balsa wood raft in 1947, in an effort prove it was possible for south americans to settle in polynesia in pre-columbian times."
tt1616543,not the messiah: hes a very naughty boy
tt1617145,dark souls
tt1617620,a horrible way to die: forget everything youve ever seen in a serial killer movie and get ready for the chiller that stunned festival audiences around the world: notorious murderer garrick turrell has escaped from police custody and resumed his killing spree. his former girlfriend sarah is a recovering alcoholic trying to put her life back together in a new town with a new man. her past continues to haunt her. and now her ex-boyfriend is leaving a trail of slaughter in his hunt to find her. (anchor bay films)
tt1617661,"jupiter ascending: in a universe where human genetic material is the most precious commodity, an impoverished young earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastya jupiter jones was born under a night sky, with signs predicting that she was destined for great things.  now grown, jupiter dreams of the stars but wakes up to the cold reality of a job cleaning other peoples houses and an endless run of bad breaks.  only when caine, a genetically engineered ex-military hunter, arrives on earth to track her down does jupiter begin to glimpse the fate that has been waiting for her all alongher genetic signature marks her as next in line for an extraordinary inheritance that could alter the balance of the cosmos. jupiter space woman director 3d interspecies romance"
tt1618448,"racing extinction: a team of artists and activists expose the hidden world of extinction with never-before-seen images that will change the way we see the planet."
tt1620449,conference of animals
tt1620680,"a wrinkle in time: after the disappearance of her scientist father, three peculiar beings send meg, her brother, and her friend to space in order to find him."
tt1620933,paan singh tomar
