,movie,genres,language,overview
1672,tt1698648,['Comedy'],['English'],"[""A failed New York playwright awkwardly navigates the transition from Next Big Thing to Last Year's News.""]"
1673,tt1727523,['Documentary'],['English'],"['For the first time in 35 years, Daniel Lutz recounts his version of the infamous Amityville haunting that terrified his family in 1975.']"
1674,tt1753549,['Documentary'],['English'],"['Buck, a richly textured and visually stunning film, follows Brannaman from his abusive childhood to his phenomenally successful approach to horses. A real-life “horse-whisperer”, he eschews the violence of his upbringing and teaches people to communicate with their horses through leadership and sensitivity, not punishment. Buck possesses near magical abilities as he dramatically transforms horses – and people – with his understanding, compassion and respect. In this film, the animal-human relationship becomes a metaphor for facing the daily challenges of life. A truly American story about an unsung hero, BUCK is about an ordinary man who has made an extraordinary life despite tremendous odds. (Sundance Selects)']"
1675,tt1780798,"['Drama', 'Fantasy', 'Horror']",['English'],"['A loving father dons a clown outfit and makeup to perform at his son’s sixth birthday, only to later discover that the costume – red nose and wig included– will not come off and his own personality changes in a horrific fashion. To break the curse of the evil outfit, the father must make grim choices with his own family facing danger. ']"
1676,tt1853728,"['Action', 'Adventure', 'Drama', 'Crime', 'Western']","['English', 'German', 'French']","['Django is a slave whose brutal history with his former owners lands him face-to-face with German-born bounty hunter Dr. King Schultz.  Schultz is on the trail of the murderous Brittle brothers, and only Django can lead him to his bounty.  The unorthodox Schultz acquires Django with a promise to free him upon the capture of the Brittles – dead or alive. (The Weinstein Company)']"
1677,tt1854513,"['Drama', 'Fantasy']",['Spanish'],"['Once upon a time there was a little girl who had never known her mother. She learned the art of her father, a famous bullfighter, but was hated by her evil stepmother. One day she ran away with a troupe of dwarves, and became a legend.  This tribute to silent films is set in southern Spain in the 1920s. [Cohen Media Group]']"
1678,tt1879032,"['Fantasy', 'Horror', 'Comedy']",['English'],['A young couple battle their way through a religious apocalypse on a mission to defeat the Antichrist.']
1679,tt1881002,"['Drama', 'Thriller', 'Fantasy', 'Horror']",['English'],"['When a deadly zombie virus sweeps the nation, a father (Arnold Schwarzenegger) will stop at nothing to save his infected daughter (Abigail Breslin).']"
1680,tt1906329,"['Drama', 'Comedy']",['English'],['A smart teenage girl comes of age in a small town with her self-centered parents who had her when they were teenagers.']
1681,tt1932767,"['Drama', 'Family']",['English'],"[""In this update of Henry James' classic novel, a young girl is caught in the middle of her parents' bitter divorce.""]"
1682,tt1957938,"['Sci-Fi', 'Mystery', 'Thriller']",['English'],"['Set in a future where all drugs are legal, this dazzling techno-thriller combines high-octane action with high-concept science fiction. While investigating a grisly overdose death, hard-boiled cop Frank Grieves (Elliot Cowan) gets drawn into a deadly conspiracy involving a lethal new super-drug and a shadowy mega-corporation. [IFC Films]']"
1683,tt1959490,"['Action', 'Adventure', 'Drama', 'Fantasy']",['English'],"['The epic, biblical tale of Noah and the ark.']"
1684,tt1966359,['Comedy'],['English'],"['Kyle and Peter Reynolds (Owen Wilson and Ed Helms) are brothers whose eccentric mother raised them to believe their father had died when they were young.  When they discover this to be a lie, they set out together to find their real father, and end up learning more about their mother than they probably ever wanted to know. ']"
1685,tt1966385,"['Drama', 'Thriller', 'Crime']",['English'],"['In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.']"
1686,tt1981107,"['Action', 'Adventure', 'Drama', 'Family']",['English'],"[""A 12-year-old cartographer secretly leaves his family's ranch in Montana where he lives with his cowboy father and scientist mother and travels across the country on a freight train to receive an award at the Smithsonian Institute.""]"
1687,tt1990352,['Documentary'],['English'],"['Jon Shenk’s The Island President is the story of President Mohamed Nasheed of the Maldives, a man confronting a problem greater than any other world leader has ever faced—the literal survival of his country and everyone in it. After bringing democracy to the Maldives after thirty years of despotic rule, Nasheed is now faced with an even greater challenge: as one of the most low-lying countries in the world, a rise of three feet in sea level would submerge the 1200 islands of the Maldives enough to make them uninhabitable. (Samuel Goldwyn Films)']"
1688,tt2014338,['Documentary'],['English'],"['Join Keanu Reeves on a tour of the past and the future of filmmaking in SIDE BY SIDE. Since the invention of cinema, the standard format for recording moving images has been film. Over the past two decades, a new form of digital filmmaking has emerged, creating a groundbreaking evolution in the medium. Reeves explores the development of cinema and the impact of digital filmmaking via in-depth interviews with Hollywood masters, such as James Cameron, David Fincher, David Lynch, Martin Scorsese, Steven Soderbergh, and many more. (Tribeca Films)']"
1689,tt2028530,['Documentary'],['English'],"['On May 5, 1993, the bodies of three eight-year-old boys were found next to a muddy creek in the wooded Robin Hood Hills area of West Memphis, Arkansas. A month later, three teenagers, Jason Baldwin, Damien Echols and Jessie Misskelley, were arrested, accused and convicted of brutally raping, mutilating and killing the boys. Following trials fraught with innuendoes of satanic worship, emotionally charged statements and allegations of coerced confessions, the defendants were convicted, despite a lack of physical evidence linking them to the crime. (HBO Documentary Films)']"
1690,tt2091325,"['Fantasy', 'Comedy']",['English'],"[""Rich (Cam Gigandet), a suave Chicago ladies' man who refuses to take personal responsibility for his inability to maintain a lasting relationship, wishes he could say goodbye to his ‘little friend.’ The next morning he awakes in horror to find that his wish has been granted and his penis has taken human form: A disgusting, selfish, oversexed jerk. Pitted against his alter ego, Rich must figure out how to rein in his penis, both literally and figuratively, in order to finally learn what separates the men from their boys.""]"
1691,tt2102496,"['Sci-Fi', 'Thriller', 'Horror']",['English'],"['When a group of friends on the perfect vacation in the Caribbean head ashore to explore a remote island, their ultimate bachelor weekend devolves into their worst nightmare. After an ill-fated swim in contaminated water, they stumble upon a seemingly abandoned research facility where a deadly, flesh-eating virus has been unleashed.']"
1692,tt2167202,"['Action', 'Crime']",['English'],['Brent Magna must get behind the wheel and follow the orders of a mysterious man to save his kidnapped wife.']
1693,tt2179121,['Comedy'],['French'],"[""Vincent is about to become a father. At a meeting with childhood friends he announces the name for his future son. The scandalous name ignites a discussion which brings the group's past back to the surface.""]"
1694,tt2180411,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Musical']",['English'],"['Into the Woods is a modern twist on the beloved Brothers Grimm fairy tales, intertwining the plots of a few choice stories and exploring the consequences of the characters’ wishes and quests. This humorous and heartfelt musical follows the classic tales of Cinderella (Anna Kendrick), Little Red Riding Hood (Lilla Crawford), Jack and the Beanstalk (Daniel Huttlestone), and Rapunzel (MacKenzie Mauzy)—all tied together by an original story involving a baker and his wife (James Corden & Emily Blunt), their wish to begin a family and their interaction with the witch (Meryl Streep) who has put a curse on them. [Walt Disney Pictures]']"
1695,tt2191701,['Comedy'],['English'],"['Lenny (Adam Sandler) has relocated his family back to the small town where he and his friends grew up. This time around, the grown ups are the ones learning lessons from their kids on a day notoriously full of surprises: the last day of school. [Sony Pictures]']"
1696,tt2215151,['Documentary'],['English'],"[""A documentary that follows former U.S. Labor Secretary Robert Reich as he looks to raise awareness of the country's widening economic gap.\r\n\r\n""]"
1697,tt2232578,"['Adventure', 'Drama', 'War']","['English', 'Mandarin', 'Japanese']","['Wartime, 1942. Singapore. An Australian fighter pilot (Khan Chittenden) shot down in combat awakens suspended in the treetops. As night devours day, he must navigate through dangerous jungle in search of sanctuary.']"
1698,tt2309260,"['Thriller', 'Horror']",['English'],"['Twenty years after an accident caused the death of the lead actor during a high school play, students at the same small town school resurrect the failed stage production in a misguided attempt to honor the anniversary of the tragedy—but ultimately find out that some things are better left alone.\r\n']"
1699,tt2325517,"['Sci-Fi', 'Horror']",['English'],"[""A quiet night on the outskirts of a small town in Maine is interrupted when Seth (Graham Skipper) witnesses his best friend Mark (Josh Ethier) vanish in a brilliant flash of blue light. Two years later, Seth is still dealing with the fallout from the freaky incident, amid local suspicion that he is to blame for his friend's disappearance. When a string of grisly murders disrupts the community, Seth believes Mark has returned. Together with Mark's ex-girlfriend Jen (Vanessa Leigh), he races to find out if their friend is responsible—or if something beyond their understanding is unfolding before them. [IFC Films]""]"
1700,tt2352488,['Drama'],['English'],"['In order to avoid an X rating, 40 minutes of gay S&M footage was rumored to be cut and destroyed from the 1980 film, “Cruising.” Inspired by the mythology of this controversial film, filmmakers James Franco and Travis Mathews collaborate to imagine their own lost footage. Amid the backdrop of a frenzied film set, actor Val Lauren reluctantly agrees to take the lead in the film. Val is repeatedly forced to negotiate his boundaries during scenes on and “off camera,” as unsimulated gay sex happens around him. The film itself is constructed as a play with boundaries remaining queer in subject and form. As much a film about filmmaking as it is about an exploration of sexual and creative freedom, “Interior. Leather Bar.” defies easy categorization.']"
1701,tt2357770,['Drama'],['English'],"['James (Kodi Smit-McPhee) has shut himself off from his surroundings, falling into a world of imagination and darkness. Visits with his psychiatrist have proven unhelpful - though he takes a liking to fellow patient, Val. As James begins to rebel against his single mother, he ventures into the night where he meets a mysterious kid who welcomes him into an eccentric city. Relationships are put to the test as James navigates unfamiliar territory, wrestling with the reality of his own personal wilderness. [Screen Media Films]']"
1702,tt2357788,['Documentary'],['English'],"['Bridegroom tells the emotional journey of Shane and Tom, two young men in a loving and committed relationship that was cut tragically short by a misstep off the side of a roof. The story of what happened after this accidental death - of how people without the legal protections of marriage can find themselves completely shut out and ostracized - is poignant, enraging and opens a window onto the issue of marriage equality and human rights like no speech or lecture ever will.']"
1703,tt2359427,['Documentary'],"['English', 'Mandarin']","['Basketball sensation Jeremy Lin came from a humble background to make an unbelievable run in the NBA. State high school champion, all-Ivy League at Harvard, undrafted by the NBA and unwanted there: his story started long before he landed on Broadway.']"
1704,tt2366450,['Documentary'],['English'],['Director Sarah Polley looks into her past and excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.']
1705,tt2366608,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",['English'],"['Set against the surreal dreamscape of a vanishing city, Billy (Christina Hendricks), a single mother of two, is swept into a macabre and dark fantasy underworld while her teenage son, Bones, discovers a secret road leading to an underwater town. Both Billy and Bones must dive deep into the mystery if their family is to survive.']"
1706,tt2411144,"['Drama', 'Comedy']","['English', 'Spanish']",['Macarena Granada (Penelope Cruz) flees the glitz and glamour of 1950s Hollywood to return to her roots in Spain where she has signed on to star in an epic film as Queen Isabella of Spain.']
1707,tt2418372,['Drama'],['French'],['A stroke-afflicted filmmaker (Isabelle Huppert) is manipulated by a notorious con man.']
1708,tt2467046,"['Action', 'Sci-Fi', 'Thriller']",['English'],"['In the blink of an eye, the biblical Rapture strikes the world. Millions of people disappear without a trace. All that remains are their clothes and belongings, and in an instant, terror and chaos spread around the world. Ray Steele (Nicolas Cage), an airline pilot, struggles to calm, and ultimately to save the lives of the passengers that remain on his flight, as the world below loses its ability to help his plane, and any other to safety. Running out of fuel, his equipment failing, his crew escalating into panic, Ray must guide the plane with the help of GWN reporter, Cameron “Buck” Williams (Chad Michael Murray) who takes over the role of co-pilot in the face of the crisis. For Buck Williams, being trapped at 30,000 feet with a plane full of terrified passengers means a struggle to understand the incomprehensible. On the ground, Ray’s daughter Chloe (Cassi Thomson) struggles to find her young brother and mother, both of whom may have disappeared in the Biblical event. Forcing herself through the chaos, Chloe must navigate a world filled with terror and despair. [Freestyle Releasing]']"
1709,tt2503954,"['Drama', 'Mystery', 'Thriller', 'Crime']",['English'],"['After leaving town following the death of his father, young music prodigy, Jacob Heckum (Anton Yelchin), returns to his desolate hometown only to discover that Buddy (Chris Marquette), the child-like brother he left behind now works for a drug gang. The gang’s ruthless leader (Vincent D’Onofrio) has twisted his simple mind and manipulated him into a killer, a surrogate son who blindly does as he is told. Jacob is drowned in guilt for having abandoned his brother and realizes the only way to save him from his new fraternity is to join them.']"
1710,tt2570738,"['Drama', 'Comedy']",['English'],"['After an unexpected tragedy, Suzanne (Anna Margaret Hollyman) struggles to put her life back together during a sad, strange Christmastime in suburban Virginia.']"
1711,tt2582802,"['Drama', 'Music']",['English'],"['Andrew Neyman (Miles Teller), a young jazz drummer who attends one of the best music schools in the country under the tutelage of the school’s fearsome maestro of jazz named Terence Fletcher (J.K. Simmons), struggles to make it as a top jazz drummer.']"
1712,tt2751310,"['Comedy', 'Romance']",['English'],"[""Ed (Haley Joel Osment) lands his first teaching gig at an inner city middle school and finds his highly pubescent pupils are receiving no form of sexual education. Eddie isn't really equipped to teach them.  He's not exactly experienced romantically.""]"
1713,tt2752724,"['History', 'Documentary', 'News']",['English'],"[""Nearly 100 years after its creation, the power of the U.S. Federal Reserve has never been greater. Markets and governments around the world hold their breath in anticipation of the Fed Chairman's every word. Yet the average person knows very little about the most powerful - and least understood - financial institution on earth. Narrated by Liev Schreiber, Money For Nothing is the first film to take viewers inside the Fed and reveal the impact of Fed policies - past, present, and future - on our lives. Join current and former Fed officials as they debate the critics, and each other, about the decisions that helped lead the global financial system to the brink of collapse in 2008. And why we might be headed there again.""]"
1714,tt2771200,"['Fantasy', 'Romance', 'Family', 'Musical']",['English'],"['Belle (Emma Watson), a bright, beautiful and independent young woman is taken prisoner by a beast in his castle. Despite her fears, she befriends the castle’s enchanted staff and learns to look beyond the Beast’s hideous exterior and realize the kind heart and soul of the true Prince within.\r\n']"
1715,tt2852470,['Documentary'],['French'],"[""Rithy Panh uses clay figures, archival footage, and narration to revisit the atrocities committed by Cambodia's Khmer Rouge between 1975 and 1979.""]"
1716,tt2861532,"['Drama', 'Thriller', 'Crime']",['Portuguese'],"['When Sylvia (Fabíula Nascimento) discovers her 6 yr old daughter has been picked up at school by an unknown woman, police summon her husband Bernardo (Milhem Cortaz) to the station for questioning. There Bernardo confesses his extra-marital affair with Rosa (Leandra Leal), whom detectives believe to be involved in the kidnapping.']"
1717,tt2866360,"['Sci-Fi', 'Thriller']",['English'],"['On the night of an astrological anomaly, eight friends at a dinner party experience a troubling chain of reality bending events.']"
1718,tt2948372,"['Adventure', 'Sci-Fi', 'Fantasy', 'Comedy', 'Music', 'Animation', 'Family']","['English', 'Korean', 'Inuktitut']","['Joe Gardner is a middle-school band teacher who gets the chance of a lifetime to play at the best jazz club in town. But one small misstep takes him from the streets of New York City to The Great Before – a fantastical place where new souls get their personalities, quirks and interests before they go to Earth. Determined to return to his life, Joe teams up with a precocious soul, 22, who has never understood the appeal of the human experience. As Joe desperately tries to show 22 what’s great about living, he may just discover the answers to some of life’s most important questions.']"
1719,tt3004746,"['Drama', 'Thriller']",['English'],['Successful businesswoman Maria (Kim Basinger) has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.']
1720,tt3060492,['Drama'],['English'],"['As his life hits rock bottom, 20-something Richie (Shawn Christensen) decides to end it all—only to have his half-hearted suicide attempt interrupted by an urgent request from his sister (Emmy Rossum) to babysit her precocious daughter (Fatima Ptacek). So begins a madcap tour of Manhattan after dark, as uncle and niece find unexpected bonds in the unlikeliest of places. [IFC Films]']"
1721,tt3129484,['Documentary'],"['English', 'German']","['A former banker in Germany, who entered the business with the advent of modern computer systems reminisces about his years in some of the world-leading banking corporations.']"
1722,tt3165630,['Drama'],['English'],"['A newly married couple (Dakota Fanning and Theo James) are forced to navigate the all-consuming interest of a powerful, mysterious, and possessive philanthropist (Richard Gere). ']"
1723,tt3212568,"['Biography', 'Crime', 'Documentary']","['English', 'German', 'French']","['For nearly 40 years, Wolfgang Beltracchi fooled the international art world and was responsible for the biggest art forgery scandal of the postwar era. An expert in art history, theory and painting techniques, he tracked down the gaps in the oeuvres of great artists – Max Ernst, Fernand Léger, Heinrich Campendonk, André Derain and Max Pechstein, above all – and filled them with his own works. He and his wife Helene would then introduce them to the art world as originals. What makes these forgeries truly one-of-a-kind is that they are never mere copies of once-existing paintings, but products of Beltracchi’s imagination, works “in the style of” famous early 20th-century artists. With his forgeries, he fooled renowned experts, curators and art dealers. [KimStim Films]']"
1724,tt3263996,"['Drama', 'Documentary']",['English'],"['In the tiny town of Williston, North Dakota, tens of thousands of unemployed hopefuls show up with dreams of honest work and a big paycheck under the lure of the oil boom. However, busloads of newcomers chasing a broken American Dream step into the stark reality of slim work prospects and nowhere to sleep. The town lacks the infrastructure to house the overflow of migrants, even for those who do find gainful employment. Over at Concordia Lutheran Church, Pastor Jay Reinke is driven to deliver the migrants some dignity. Night after night, he converts his church into a makeshift dorm and counseling center, opening the church’s doors to allow the “Overnighters” (as he calls them) to stay for a night, a week or longer. [Drafthouse Films]']"
1725,tt3280262,"['Thriller', 'Horror']",['English'],"['Chucky returns to terrorize his human victim, Nica. Meanwhile, the killer doll has some scores to settle with his old enemies, with the help of his former wife.']"
1726,tt3289712,"['Drama', 'Comedy']",['English'],"[""Jenny Farrell (Katherine Heigl) has led an openly gay life - except with her conventional family. When she finally decides to start a family and marry the woman they thought was just her roommate, the small, safe world the Farrell's inhabited changes forever. They are left with a simple and difficult choice - either change with it or drown. [IFC Films]""]"
1727,tt3319508,"['History', 'Documentary']",['English'],"[""From the founding of NOW, with ladies in hats and gloves, to the emergence of more radical factions of women’s liberation; from intellectuals like Kate Millett to the street theatrics of W.I.T.C.H. (Women’s International Conspiracy from Hell!), She's Beautiful When She's Angry resurrects the buried history of the outrageous, often brilliant women who founded the modern women’s movement from 1966 to 1971.""]"
1728,tt3387542,"['Mystery', 'Thriller', 'Horror']",['English'],"['Sara (Natalie Dormer), a young American woman, goes in search of her twin sister, who has mysteriously disappeared. Despite everyone’s warnings to “stay on the path,” Sara enters the legendary Aokigahara Forest at the base of Mt. Fuji determined to discover the truth about her sister’s fate – only to be confronted by the angry and tormented souls of the dead that prey on anyone who wanders into the forest.']"
1729,tt3501416,"['Drama', 'History', 'Thriller']","['English', 'Mandarin', 'Japanese', 'Cantonese', 'Korean']","['Snipers. Marksmen. Hired Guns. Double Agents. A group of exiled rebels are planning a hit on an Army Commander in Japanese-occupied Korea, but the only killer for the job is in prison. Now, the Resistance must devise a jailbreak, escape a hitman and discover which of them is a traitor. [Well Go USA]']"
1730,tt3569356,['Comedy'],['English'],"['A group of modern day Pittsburgh teenagers spend their Thanksgiving break experiencing a mixture of love, friendship, partying, and sex.']"
1731,tt3628584,['Comedy'],['English'],"['It’s been more than 10 years since our last appointment at Calvin’s Barbershop.  Calvin (Ice Cube) and his longtime crew, including Eddie (Cedric the Entertainer), are still there, but the shop has undergone some major changes.  Most noticeably, our once male-dominated sanctuary is now co-ed.  The ladies bring their own flavor, drama and gossip to the shop challenging the fellas at every turn.  Despite the good times and camaraderie within the shop, the surrounding community has taken a turn for the worse, forcing Calvin and our crew to come together to not only save the shop, but their neighborhood.']"
1732,tt3674140,"['Biography', 'Documentary']","['English', 'French', 'Portuguese']","[""For the last 40 years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed some of the major events of our recent history; international conflicts, starvation and exodus. He is now embarking on the discovery of pristine territories, of wild fauna and flora, and of grandiose landscapes as part of a huge photographic project which is a tribute to the planet's beauty.""]"
1733,tt3703148,['Comedy'],['English'],"['When a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve, they find that laughter, romance, and a little holiday magic will get them through - and change their lives in unexpected ways. A heartless real estate tycoon (Patrick Stewart) clings to life in a precarious construction elevator hundreds of feet off the ground. Unexpected relationships bloom for a musician (Cheryl Hines) stuck with her dysfunctional orchestra mates, as well as an aspiring fashion photographer (James Roday) confined with the introverted paralegal in his apartment building (Julianna Guill). A crass HR manager (Max Casella) trapped with an employee he just fired (Jon Heder) and a cynical doctor (Gary Cole) transporting his terminal patient are forced to reconsider the way they think about others.']"
1734,tt3833520,"['Drama', 'Family']",['English'],"['A streetwise teen (AnnaSophia Robb), and casualty of the flawed foster care system, cons her way into a job by posing as an experienced caregiver for a family with an autistic child. At first in over her head, she ends up connecting with her new life in a way she never expected. Just as she’s found redemption, her deceitful past catches up with her and she’s forced to come to terms with who she really is.']"
1735,tt3882074,"['Adventure', 'Sport', 'Family', 'Documentary']",['Kazakh'],"['The Eagle Huntress follows Aisholpan, a 13-year-old girl, as she trains to become the first female in twelve generations of her Kazakh family to become an eagle hunter, and rises to the pinnacle of a tradition that has been handed down from father to son for centuries. [Sony Pictures Classics]']"
1736,tt3896198,"['Action', 'Adventure', 'Sci-Fi', 'Comedy']",['English'],"[""Set to the backdrop of Awesome Mixtape #2, Marvel's Guardians of the Galaxy Vol. 2 continues the team's adventures as they traverse the outer reaches of the cosmos. The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage. Old foes become new allies and fan-favorite characters from the classic comics will come to our heroes' aid as the Marvel cinematic universe continues to expand.""]"
1737,tt4076756,"['Biography', 'History', 'Documentary']",['English'],"['A generation of Americans grew up worshipping self-styled hero Evel Knievel – watching him every Saturday on Wide World of Sports and buying his Ideal toys. For producer/subject Johnny Knoxville and so many others, he was the ultimate antidote to the disenchantment of the 70′s. But few knew the incredible and often complex aspects of his epic life, which, like his jumps, was sometimes glorious and sometimes disastrous. With an entire genre of sports ascending from his daring inventiveness, now is the time to look at this extreme man and his complicated legacy. [Gravitas Ventures]']"
1738,tt4188436,"['Drama', 'Crime']",['English'],['An ex-con (Chris Zylka) falls for a girl-next-door-turned-stripper in the heart of the South. [IFC Films]']
1739,tt4447108,['Thriller'],['English'],"['Matt (Josh Bowman) and Anna (Leila Mimmack) are a young couple living in London. Anna is starting her career and knows what she wants, while Matt is still struggling to find his purpose in life. On the surface they are happy but tensions are beginning to mount. Then one morning masked thugs break into the flat and kidnap Anna before assaulting Matt, locking him into a mysterious vest and leaving him a mobile phone. Matt is told the vest contains a package which he must deliver by following instructions issued to him via the mobile phone. If he fails, tries to seek help, or deviates from their instructions, they will kill Anna. Over the course of one day Matt has to make his way across London in a desperate bid to save his girlfriend as a host of characters attempt to derail him from his mission.']"
1740,tt4532038,"['Drama', 'Comedy', 'Family']",['English'],"['Sixth-grader Peter (Oakes Fegley) is pretty much your average kid—he likes gaming, hanging with his friends and his beloved pair of Air Jordans. But when his recently widowed grandfather Ed (Robert De Niro) moves in with Peter’s family, the boy is forced to give up his most prized possession of all, his bedroom. Unwilling to let such an injustice stand, Peter devises a series of increasingly elaborate pranks to drive out the interloper, but Grandpa Ed won’t go without a fight. Soon, the friendly combatants are engaged in an all-out war with side-splitting consequences. ']"
1741,tt4537986,"['Action', 'Thriller']","['English', 'Japanese', 'cmn']","[""Accused of heinous crimes he didn't commit, a prosecutor sets out on a mission to clear his name.""]"
1742,tt4566758,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Family']",['English'],"['When the Emperor of China issues a decree that one man per family must serve in the Imperial Army to defend the country from Northern invaders, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. Masquerading as a man, Hua Jun, she is tested every step of the way and must harness her inner-strength and embrace her true potential. It is an epic journey that will transform her into an honored warrior and earn her the respect of a grateful nation…and a proud father. ']"
1743,tt4662420,['Comedy'],['English'],"['Martin (Emile Hirsch) is a struggling LA musician nervously meeting his girlfriend Ginnie\'s intimidating father, Mr. Gallo (J.K. Simmons), for the first time. Gallo is a tough-minded, no-nonsense international businessman who never has enough time for Ginnie (Analeigh Tipton). At dinner together, Gallo is resolutely unimpressed by Martin, Martin grows increasingly uncomfortable, and the meal is a disaster. Six months later, Martin\'s broken-hearted over being dumped by Ginnie, who has ""moved on"", when Gallo shows up at his door looking for his daughter. Her cellphone is off and she has not responded to any texts or emails. Although it\'s the last thing he wants to do, Martin is ""persuaded"" by Gallo to take him to where Martin believes Ginnie is living. Ginnie isn\'t there either, and Martin and Mr. Gallo are forced to spend the rest of the day and night together, searching for her all over town. As they attempt to solve the puzzle of what is going on in Ginnie\'s life, they encounter her crazy friends and get into increasingly desperate jams of their own making. Some property is destroyed, some laws are broken, but an uneasy friendship between Martin and Gallo is born.']"
1744,tt4687358,"['Adventure', 'Horror']",['English'],"['In the wake of their father’s mysterious disappearance, two estranged brothers—responsible Gordon (Graham Skipper) and reckless John (Chase Williamson)—reunite to sift through the contents of his stubbornly anachronistic VHS rental store. Among the inventory, they discover an interactive VCR board game, which their father viewed just before he vanished. Intrigued, the boys pop in the tape, press play, and soon discover that, far from an ordinary game, the video is a portal to a nightmarish alternate reality overseen by a sinister hostess (Barbara Crampton) and that in order to save their father’s soul, they must play by her rules. [IFC MIdnight]']"
1745,tt4738776,"['Comedy', 'Romance']",['English'],"['Three women use their newly formed sisterhood to fight against sexism, bad relationships and low self-esteem. Through embracing their wild adventures, they learn the secret to ultimate fulfillment.']"
1746,tt4765284,"['Comedy', 'Music']",['English'],"['After the highs of winning the World Championships, the Bellas find themselves split apart and discovering there aren’t job prospects for making music with your mouth. But when they get the chance to reunite for an overseas USO tour, this group of awesome nerds will come together to make some music, and some questionable decisions, one last time.']"
1747,tt4830786,['Drama'],"['English', 'German', 'Hebrew']","['Thomas, a young and talented German baker, is having an affair with Oren, an Israeli married man who dies in a car crash. Thomas travels to Jerusalem seeking answers. Keeping his secret for himself, he starts working for Anat, his lover’s widow, who owns a small café. Although not fully kosher and despised by the religious, his delicious cakes turn the place into a city attraction. Finding himself involved in Anat’s life in a way far beyond his anticipation, Thomas will stretch his lie to a point of no return.']"
1748,tt4871980,"['Comedy', 'Romance']",['English'],"[""Charlie (Terrence Jenkins) is a playboy who's convinced that relationships are dead. His two best friends, Rick (Donald Faison) and Victor (Robert C. Riley), bet him that if he sticks to one woman for one month, he's bound to get attached. Charlie denies this until he crosses paths with the beautiful and mysterious Eva (Cassie). They may agree to a casual affair, but eventually Charlie is questioning whether he may actually want more.""]"
1749,tt4876952,['Comedy'],['English'],"['Best buds Harris (Russell Peters) and Reeves (Faizon Love) smoke top secret, CIA weed in 1986 and wake up thirty years later. Now older and fatter, the two decide to take stoner entrepreneurship to an even higher level.']"
1750,tt5215952,"['Mystery', 'Thriller', 'Fantasy', 'Horror']","['Japanese', 'Korean']","['A foreigner’s mysterious appearance in a quiet, rural village causes suspicion among the locals - suspicion which quickly turns to hysteria as the townspeople begin killing each other in brutal outbursts for seemingly no reason.  As the investigating officer watches his daughter fall under the same savage spell, he agrees to consult a shaman for answers - unknowingly escalating the situation into something far more dangerous. [Well Go USA]']"
1751,tt5265898,"['Adventure', 'Horror', 'Comedy', 'Music']",['English'],"['When the 1989 ""one-hit-wonder"" glam-metal band Sonic Grave embark on a trip to Coachella in hopes of a comeback, their peyote trip pit stop in Joshua Tree incites an ""unworldly"" viscous attack, and they must ""rock"" themselves out of harms way.']"
1752,tt5275844,"['Music', 'Documentary']",['English'],"['A look at the life of the late pop star Michael Jackson from his early days at Motown Records to the release of his hit 1979 album, Off the Wall.']"
1753,tt5363618,"['Drama', 'Music']","['English', 'French', 'ase']","['During a series of adrenaline-fueled one-night gigs, itinerant punk-metal drummer Ruben (Riz Ahmed) begins to experience intermittent hearing loss. When a specialist tells him his condition will rapidly worsen, he thinks his music career — and with it his life — is over. His bandmate and girlfriend Lou (Olivia Cooke) checks the recovering heroin addict into a secluded sober house for the deaf in hopes it will prevent a relapse and help him learn to adapt to his new situation. But after being welcomed into a community that accepts him just as he is, Ruben has to choose between his equilibrium and the drive to reclaim the life he once knew. ']"
1754,tt5390504,"['Drama', 'History', 'Thriller', 'Crime']",['English'],"[""Detroit tells the gripping story of one of the darkest moments during the civil unrest that rocked Detroit in the summer of '67.""]"
1755,tt5434972,['Documentary'],['English'],"[""The essence of baseball is the primal battle between the pitcher and batter, but the magic of the game arises from that confrontation, only 396 milliseconds in the making. The mysteries and memories of baseball's greatest heroes are revealed in Fastball, featuring interviews with dozens of former players, from legendary Hall of Famers to current All-Stars.""]"
1756,tt5470222,['Action'],['English'],"['Harmon (Steven Seagal) is a CIA/DEA enforcer investigating Arab terrorists captured in Mexico. With his team—seductive FBI agent Zara (Jemma Dallender) and spy-drone pilot Sharp (Russell Wong)—he flies to Istanbul and uncovers a brutal plot: Islamic extremists plan to use Sonora drug-smuggling routes to bring deadly weapons, and leaders, into the U.S. To prevent an attack on America, Harmon must turn these two savage forces against one another before his time—and his luck—run out.']"
