,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,title_language,isEN
3751,tt2503954,broken horses,Broken Horses,,2015,101,2178.0,False,no,False
3752,tt2504640,garm wars: the last druid,nan,2014,,92,1328.0,False,en,True
3753,tt2510874,yamla pagla deewana 2,Yamla Pagla Deewana 2,2013,,154,1891.0,False,tl,False
3754,tt2513092,the monkey's paw,nan,2013,,91,2537.0,False,en,True
3755,tt2521404,the book of esther,The Book of Esther,2013,,90,1064.0,False,en,True
3756,tt2570738,white reindeer,nan,2013,,82,1126.0,False,nl,False
3757,tt2582802,whiplash,Whiplash,2014,,106,776642.0,True,en,True
3758,tt2585208,louis theroux: law and disorder in philadelphia,nan,2008,,60,1022.0,True,en,True
3759,tt2625598,living on one dollar,nan,2013,,56,4765.0,True,en,True
3760,tt2690160,poseidon rex,nan,2013,,81,1465.0,False,es,False
3761,tt2725076,two ways home,Two Ways Home,2019,,92,3641.0,True,en,True
3762,tt2751310,sex ed,nan,2014,,92,5300.0,False,ca,False
3763,tt2752724,money for nothing: inside the federal reserve,Money for Nothing: Inside the Federal Reserve,,2013,104,1019.0,True,en,True
3764,tt2771200,beauty and the beast,nan,2017,,129,292100.0,True,en,True
3765,tt2794596,el-cin,nan,2013,,106,,False,es,False
3766,tt2852470,the missing picture,L'image manquante,2013,,92,3250.0,True,it,False
3767,tt2861532,a wolf at the door,nan,2013,,101,3876.0,True,en,True
3768,tt2866360,coherence,nan,2013,,89,119867.0,True,en,True
3769,tt2882328,ugly,nan,2013,,128,,True,so,False
3770,tt2900624,all hallows' eve,nan,2013,,83,6668.0,False,en,True
3771,tt2924392,higher power,nan,2018,,93,4169.0,False,en,True
3772,tt2948372,soul,nan,2020,,100,287996.0,True,fr,False
3773,tt2967226,killing hasselhoff,nan,2017,,80,2592.0,False,no,False
3774,tt3004746,the 11th hour,I Am Here,2014,,97,1760.0,False,da,False
3775,tt3029558,rurouni kenshin part ii: kyoto inferno,nan,2014,,138,15608.0,True,en,True
3776,tt3056436,maan karate,nan,2014,,153,1556.0,False,so,False
3777,tt3060492,before i disappear,nan,2014,,93,9478.0,True,no,False
3778,tt3103576,love is the perfect crime,L'amour est un crime parfait,2013,,110,2034.0,False,fr,False
3779,tt3129484,master of the universe,nan,2013,,88,1152.0,True,en,True
3780,tt3159564,my world,Benim Dünyam,2013,,100,5246.0,True,tr,False
3781,tt3165630,the benefactor,The Benefactor,2015,,93,,False,en,True
3782,tt3175438,asmodexia,Asmodexia,2014,,81,1201.0,False,pt,False
3783,tt3189256,om,nan,1995,,150,3111.0,True,no,False
3784,tt3201722,lumberjack man,Lumberjack Man,2015,,105,1288.0,False,id,False
3785,tt3212568,beltracchi: the art of forgery,Beltracchi - Die Kunst der Fälschung,2014,,93,1836.0,True,de,False
3786,tt3213512,roseville,Vila Roza,2013,,120,1265.0,False,sw,False
3787,tt3229488,boone: the bounty hunter,Boone: The Bounty Hunter,2017,,86,4527.0,False,en,True
3788,tt3263996,the overnighters,The Overnighters,2014,,102,2431.0,True,en,True
3789,tt3280262,cult of chucky,nan,2017,,91,23433.0,False,en,True
3790,tt3289712,jenny's wedding,nan,2015,,94,11001.0,False,cy,False
3791,tt3319508,she's beautiful when she's angry,nan,2014,,92,1568.0,True,en,True
3792,tt3328720,playing doctor,nan,2014,,95,1371.0,False,en,True
3793,tt3387542,the forest,nan,2016,,93,41738.0,False,en,True
3794,tt3395908,saa'a wi nos,nan,2012,,87,,True,so,False
3795,tt3398048,tevar,Tevar,2015,,157,3134.0,False,et,False
3796,tt3417422,drishyam,nan,2013,,160,38709.0,True,sq,False
3797,tt3495030,dum laga ke haisha,Dum Laga Ke Haisha,2015,,110,19184.0,True,id,False
3798,tt3501416,assassination,nan,2015,,140,6601.0,True,fi,False
3799,tt3512606,devil within,nan,2019,,83,1380.0,False,en,True
3800,tt3541262,the admiral: roaring currents,nan,2014,,128,,True,en,True
3801,tt3546114,anatomy of a love seen,nan,2014,,80,2545.0,False,en,True
3802,tt3569356,not cool,nan,2014,,93,,False,en,True
3803,tt3572132,ju-on: the beginning of the end,Ju-on: Owari no hajimari,2014,,91,1455.0,False,sw,False
3804,tt3584354,man vs.,nan,2015,,84,3015.0,False,sv,False
3805,tt3598648,3 turken & ein baby,nan,2015,,95,1709.0,False,af,False
3806,tt3628584,barbershop: the next cut,Barbershop: The Next Cut,2016,,111,14938.0,False,en,True
3807,tt3646946,gekijoban shingeki no kyojin kohen: jiyu no tsubasa,Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,2015,,120,1790.0,True,sw,False
3808,tt3671542,holding the man,nan,2015,,127,12046.0,True,en,True
3809,tt3674140,the salt of the earth,The Salt of the Earth,2014,,110,21042.0,True,en,True
3810,tt3679060,dishoom,nan,,2016,124,,False,so,False
3811,tt3683702,fugly,Fugly,2014,,134,1053.0,False,cy,False
3812,tt3695244,warx2,WARx2,2014,,117,2141.0,True,so,False
3813,tt3703148,christmas eve,Christmas Eve,2015,,95,,False,en,True
3814,tt3771510,demon tongue,Demon Tongue,2016,,85,2023.0,False,en,True
3815,tt3811986,une famille a louer,Une famille à louer,2015,,97,1981.0,False,fr,False
3816,tt3833520,jack of the red hearts,nan,2015,,102,2094.0,True,en,True
3817,tt3835608,oohalu gusagusalade,nan,2014,,128,1441.0,True,et,False
3818,tt3882074,the eagle huntress,The Eagle Huntress,,2016,87,3845.0,True,en,True
3819,tt3896198,guardians of the galaxy vol. 2,nan,2017,,136,622434.0,True,en,True
3820,tt3899262,cyborg x,Cyborg X,2016,,90,2114.0,False,cy,False
3821,tt3900796,temps,nan,2016,,95,,False,id,False
3822,tt3902698,rey gitano,nan,2015,,112,1194.0,False,tl,False
3823,tt3921852,barbie and the secret door,nan,2014,,81,1221.0,False,en,True
3824,tt3949952,alison,Alison,2016,,80,1080.0,True,fr,False
3825,tt3952108,the dead room,nan,2015,,80,4362.0,False,en,True
3826,tt3970854,the perfect dictatorship,La dictadura perfecta,2014,,143,5202.0,True,ca,False
3827,tt4041476,ultimate justice,Ultimate Justice,2017,,93,1489.0,False,ro,False
3828,tt4047846,home,Home,,2016,103,1104.0,True,nl,False
3829,tt4054004,2047: virtual revolution,nan,2016,,92,1693.0,False,it,False
3830,tt4065340,arthur & merlin,Arthur & Merlin,2015,,100,1393.0,False,de,False
3831,tt4076756,being evel,Being Evel,2015,,99,,True,de,False
3832,tt4110388,superlopez,nan,2018,,108,3449.0,False,ro,False
3833,tt4186118,iyobinte pusthakam,Iyobinte Pusthakam,2014,,158,2380.0,True,id,False
3834,tt4188436,dixieland,nan,2017,,92,1200.0,False,af,False
3835,tt4269310,chronicle of a serial killer,nan,2020,,99,3947.0,True,en,True
3836,tt4307880,digimon adventure tri. part 1: reunion,nan,2015,,96,1641.0,True,it,False
3837,tt4328934,taramani,nan,2017,,150,1542.0,True,id,False
3838,tt4447108,level up,nan,2016,,84,1334.0,False,sl,False
3839,tt4459912,honeymoon,nan,2015,,96,1082.0,False,cy,False
3840,tt4467626,scare campaign,Scare Campaign,2016,,80,3347.0,False,it,False
3841,tt4479380,sas: red notice,SAS: Red Notice,2021,,124,16001.0,False,en,True
3842,tt4499228,gehenna: where death lives,Gehenna: Where Death Lives,2016,,105,2004.0,False,en,True
3843,tt4516040,benji the dove,nan,2018,,88,3328.0,True,hr,False
3844,tt4518234,cold of kalandar,nan,2015,,130,1716.0,True,en,True
3845,tt4532038,the war with grandpa,The War with Grandpa,,2020,94,18446.0,False,en,True
3846,tt4537986,manhunt,nan,2017,,106,3106.0,False,id,False
3847,tt4566758,mulan,nan,2020,,115,138895.0,False,tl,False
3848,tt4593108,the high sun,nan,2015,,123,3468.0,True,en,True
3849,tt4662420,all nighter,All Nighter,2017,,86,7003.0,False,en,True
3850,tt4687358,beyond the gates,nan,2016,,84,5855.0,False,en,True
3851,tt4692368,jawani phir nahi ani,nan,2015,,156,3074.0,True,sw,False
3852,tt4728582,holy mess,nan,,2015,108,2748.0,False,hu,False
3853,tt4738776,half magic,nan,2018,,94,,False,so,False
3854,tt4741412,uriyadi,Uriyadi,,2016,91,,True,so,False
3855,tt4765284,pitch perfect 3,nan,2017,,93,60826.0,False,en,True
3856,tt4806012,heroes wanted,Cuerpo de élite,2016,,95,1925.0,False,es,False
3857,tt4830786,the cakemaker,The Cakemaker,2017,,113,,True,en,True
3858,tt4847546,blood feast,Blood Feast,2016,,90,1347.0,False,en,True
3859,tt4849176,sneekweek,Sneekweek,2016,,108,1242.0,False,af,False
3860,tt4867110,swiped,nan,2018,,93,14568.0,False,af,False
3861,tt4871980,the perfect match,The Perfect Match,2016,,96,3957.0,False,en,True
3862,tt4876952,ripped,nan,2017,,97,1805.0,False,it,False
3863,tt4901306,perfect strangers,Perfetti sconosciuti,2016,,96,61701.0,True,it,False
3864,tt4915318,cave,nan,2016,,85,2198.0,False,it,False
3865,tt4915672,7 guardians of the tomb,nan,2018,,90,4145.0,False,en,True
3866,tt4956984,brning 2,nan,2016,,98,2265.0,False,tl,False
3867,tt4991652,camino,Camino,2015,,103,1042.0,False,es,False
3868,tt5016442,gujjubhai the great,nan,2015,,145,1413.0,True,en,True
3869,tt5044656,the shadow effect,The Shadow Effect,2017,,93,1746.0,False,en,True
3870,tt5121000,aligarh,nan,2015,,114,6788.0,True,so,False
3871,tt5133308,at the end of the tunnel,Al final del túnel,2016,,120,13395.0,True,ca,False
3872,tt5215952,the wailing,nan,2016,,156,61853.0,True,en,True
3873,tt5216534,digimon adventure tri. part 2: determination,Digimon Adventure tri. 2: Ketsui,2016,,84,1131.0,True,et,False
3874,tt5224356,dead sexy,Dead Sexy,2018,,83,2678.0,False,en,True
3875,tt5238904,assimilate,nan,2019,,93,6556.0,False,fi,False
3876,tt5265898,dead ant,nan,2017,,87,1086.0,False,es,False
3877,tt5275844,michael jackson's journey from motown to off the wall,Michael Jackson's Journey from Motown to Off the Wall,2016,,93,2221.0,True,en,True
3878,tt5324800,the jews,Ils sont partout,2016,,111,1606.0,False,fr,False
3879,tt5339418,ryde,Ryde,2017,,84,7409.0,False,cy,False
3880,tt5342650,reset,nan,2017,,105,1188.0,False,no,False
3881,tt5363618,sound of metal,Sound of Metal,2019,,120,110387.0,True,en,True
3882,tt5375324,anuraga karikkin vellam,Anuraga Karikkin Vellam,2016,,128,1297.0,True,tl,False
3883,tt5390504,detroit,Detroit,2017,,143,51677.0,True,nl,False
3884,tt5420878,the 11th grade,nan,2015,,84,1019.0,True,en,True
3885,tt5434972,fastball,Fastball,2016,,87,1646.0,True,en,True
3886,tt5470222,contract to kill,Contract to Kill,2016,,90,1763.0,False,en,True
3887,tt5477402,strike a pose,Strike a Pose,2016,,83,1730.0,True,sl,False
3888,tt5503594,the redeemed and the dominant: fittest on earth,nan,2016,,104,,True,en,True
3889,tt5523174,pichaikkaran,nan,2016,,130,1935.0,True,fi,False
3890,tt5535942,kucuk esnaf,Küçük Esnaf,2016,,104,3993.0,False,tr,False
3891,tt5580266,the hate u give,nan,2018,,133,,True,en,True
3892,tt5581752,ulysses: a dark odyssey,nan,2018,,115,2688.0,False,en,True
3893,tt5591786,escape from stalin's death camp,nan,2017,,110,1055.0,True,en,True
3894,tt5597198,punjab nahi jaungi,nan,2017,,159,,True,id,False
3895,tt5598102,faces places,nan,2017,,94,11877.0,True,es,False
3896,tt5688068,above suspicion,Above Suspicion,,2019,104,,False,pt,False
3897,tt5691226,pashupati prasad,nan,2016,,140,1466.0,True,id,False
3898,tt5691924,where demons dwell: the girl in the cornfield 2,nan,2017,,137,2132.0,False,en,True
3899,tt5736696,r.a.i.d. special unit,Raid dingue,2016,,105,3804.0,False,id,False
3900,tt5737582,midnighters,nan,2017,,94,1941.0,False,af,False
3901,tt5755594,hello mumbai: salaam mumbai,nan,2016,,107,,False,id,False
3902,tt5773402,dominion,Dominion,,2018,120,3160.0,True,lt,False
3903,tt5815944,tokyo ghoul,Tôkyô gûru,2017,,119,3492.0,False,vi,False
3904,tt5829040,fun mom dinner,Fun Mom Dinner,2017,,81,5412.0,False,de,False
3905,tt5843670,the stakelander,nan,2016,,81,3425.0,False,en,True
3906,tt5843838,max 2: white house hero,nan,2017,,85,1421.0,False,en,True
3907,tt5851680,one last deal,nan,,2018,95,1285.0,True,et,False
3908,tt5859238,lucky,Lucky,2017,,88,,True,cs,False
3909,tt5866930,the adventurers,nan,2017,,140,2957.0,False,en,True
3910,tt5883570,bodied,nan,2017,,120,5436.0,True,af,False
3911,tt5902484,kaatru veliyidai,nan,2017,,146,2012.0,False,et,False
3912,tt5941692,miss bala,Miss Bala,,2019,104,10560.0,False,id,False
3913,tt5959700,thodari,nan,2016,,168,1132.0,False,cy,False
3914,tt5980638,the transcendents,The Transcendents,2018,,96,3574.0,True,en,True
3915,tt5990474,columbus,nan,2017,,104,16192.0,True,ro,False
3916,tt6054290,soulmate,Qi yue yu an sheng,2016,,110,2432.0,True,id,False
3917,tt6067750,nettle,nan,2016,,63,1941.0,True,no,False
3918,tt6113122,hurricane bianca: from russia with hate,nan,2018,,85,2430.0,False,en,True
3919,tt6126294,remo,nan,2016,,151,2347.0,False,pt,False
3920,tt6131450,asher,nan,2018,,104,3068.0,False,en,True
3921,tt6133130,professor marston & the wonder women,Professor Marston and the Wonder Women,2017,,108,25434.0,True,en,True
3922,tt6143422,dark wind,Dark Wind,2017,,95,1070.0,True,de,False
3923,tt6144762,coexister,nan,2017,,90,1372.0,False,ro,False
3924,tt6175486,demons,nan,2017,,105,3190.0,False,pt,False
3925,tt6238896,earth: one amazing day,Earth: One Amazing Day,2017,,95,2781.0,True,en,True
3926,tt6334884,hickok,nan,2017,,88,2930.0,False,sk,False
3927,tt6366854,check store next door,nan,2016,,104,,True,en,True
3928,tt6486630,asphyxia,Khafegi,2017,,107,1189.0,False,de,False
3929,tt6515200,two heads creek,nan,2019,,85,1001.0,False,en,True
3930,tt6572702,monster family,nan,2017,,93,,False,en,True
3931,tt6620238,story of an egg,nan,2017,,124,1149.0,True,en,True
3932,tt6647564,darkness falls,nan,2020,,84,1117.0,False,sv,False
3933,tt6733446,hitsville: the making of motown,Hitsville: The Making of Motown,2019,,112,1334.0,True,en,True
3934,tt6774786,occupation,Occupation,,2018,119,18295.0,False,en,True
3935,tt6816070,hello!,Hello,2017,,131,2116.0,True,fi,False
3936,tt6822518,yasamak guzel sey,Yasamak Güzel Sey,2017,,101,1844.0,True,tr,False
3937,tt6826438,parmanu: the story of pokhran,Parmanu: The Story of Pokhran,2018,,129,22831.0,True,en,True
3938,tt6841812,united colors of bennett song,Bennett's Song,2018,,108,1006.0,False,no,False
3939,tt6843812,baaghi 2,nan,2018,,137,10183.0,False,so,False
3940,tt6863784,saamy square,Saamy²,2018,,156,1381.0,False,so,False
3941,tt6917210,buffalo boys,Buffalo Boys,2018,,102,1203.0,False,cy,False
3942,tt6937368,the lift boy,nan,2019,,107,2569.0,True,en,True
3943,tt6985200,keys to the heart,nan,2018,,120,1032.0,True,en,True
3944,tt7073710,what keeps you alive,What Keeps You Alive,2018,,98,8099.0,False,en,True
3945,tt7137846,breaking in,nan,2018,,88,15442.0,False,tl,False
3946,tt7178640,superintelligence,Superintelligence,2020,,106,8992.0,False,it,False
3947,tt7200076,real cases of shadow people: the sarah mccormick story,Real Cases of Shadow People: The Sarah McCormick Story,2019,,107,2066.0,False,en,True
3948,tt7205316,milf,nan,2018,,101,5601.0,False,et,False
3949,tt7214470,haunted hospital,Heilstätten,2018,,89,1693.0,False,de,False
3950,tt7249854,nene raju nene mantri,Nene Raju Nene Mantri,2017,,153,1364.0,False,hr,False
3951,tt7315570,santa girl,nan,2019,,90,1191.0,False,tl,False
3952,tt7336470,bunuel in the labyrinth of the turtles,Buñuel en el laberinto de las tortugas,,2018,80,1833.0,True,es,False
3953,tt7369722,the sandman,nan,2017,,88,,False,en,True
3954,tt7439064,the rising hawk,The Rising Hawk,2019,,104,3433.0,False,en,True
3955,tt7472352,shirkers,nan,2018,,97,4884.0,True,no,False
3956,tt7526414,simply complicated,nan,2017,,78,1131.0,True,en,True
3957,tt7547158,ghost squad,nan,,2018,106,,False,pt,False
3958,tt7548570,swathanthryam ardharathriyil,Swathanthryam Ardharathriyil,2018,,138,1417.0,True,en,True
3959,tt7581572,sudani from nigeria,nan,2018,,123,4018.0,True,da,False
3960,tt7715070,horrible histories: the movie - rotten romans,Horrible Histories: The Movie - Rotten Romans,2019,,92,2456.0,False,en,True
3961,tt7843946,dilan 1990,nan,2018,,110,3190.0,True,id,False
3962,tt7892050,chekka chivantha vaanam,nan,2018,,146,5991.0,True,nl,False
3963,tt8033592,us and them,Hou lai de wo men,2018,,120,3787.0,True,nl,False
3964,tt8075016,the courier,The Courier,2019,,99,10976.0,False,en,True
3965,tt8102806,the night,nan,2020,,105,2386.0,False,en,True
3966,tt8239736,flight 666,Flight 666,,2018,89,1205.0,False,en,True
3967,tt8291806,pain and glory,nan,2019,,113,54627.0,True,en,True
3968,tt8328740,okko's inn,Waka okami wa shôgakusei!,2018,,94,,True,sw,False
3969,tt8332922,a quiet place part ii,A Quiet Place Part II,2020,,97,178683.0,True,fr,False
3970,tt8372094,flashback,nan,2020,,97,4638.0,False,en,True
3971,tt8449154,the family tree,nan,2020,,131,3802.0,False,en,True
3972,tt8464364,evening installation,nan,2019,,81,3913.0,False,en,True
3973,tt8535968,system crasher,Systemsprenger,,2019,125,12110.0,True,da,False
3974,tt8594376,into the labyrinth,L'uomo del labirinto,,2019,130,3097.0,False,it,False
3975,tt8649186,corpus christi,Boze Cialo,2019,,115,16982.0,True,pl,False
3976,tt8663516,child's play,Child's Play,2019,,90,49471.0,False,en,True
3977,tt8695030,the dead don't die,nan,2019,,104,72217.0,False,en,True
3978,tt8707008,the viking war,The Viking War,2019,,103,1741.0,False,en,True
3979,tt8774798,100% wolf,100% Wolf,2020,,96,1461.0,False,en,True
3980,tt8819596,screwball,Screwball,2018,,105,1592.0,True,en,True
3981,tt8822402,remember us,nan,2018,,120,2381.0,True,en,True
3982,tt8850222,peninsula,Bando,2020,,116,29246.0,False,id,False
3983,tt8914492,game over,Game Over,2019,,102,7096.0,True,de,False
3984,tt8983168,commando 3,Commando 3,2019,,133,2828.0,False,pt,False
3985,tt9010802,if i were rich man,nan,2019,,98,1076.0,False,cy,False
3986,tt9173418,brahms: the boy ii,Brahms: The Boy II,2020,,86,15017.0,False,en,True
3987,tt9176296,dolly kitty and those twinkling stars,Dolly Kitty Aur Woh Chamakte Sitare,2019,,126,7421.0,False,en,True
3988,tt9177882,constantine: city of demons - the movie,nan,,2018,90,6202.0,True,en,True
3989,tt9248996,sharmaji ki lag gai,Sharma Ji Ki Lag Gayi,,2019,122,,False,so,False
3990,tt9310280,mulshi pattern,nan,2018,,155,1394.0,True,id,False
3991,tt9472532,the intergalactic adventures of max cloud,Max Cloud,2020,,88,4927.0,False,so,False
3992,tt9626764,the team,Ekipa,2019,,96,1110.0,False,tl,False
3993,tt9675716,nerkonda paarvai,nan,2019,,157,8733.0,True,et,False
3994,tt9812258,g-loc,G-Loc,2020,,92,1599.0,False,es,False
3995,tt0011439,the mark of zorro,The Mark of Zorro,1920,,79,2439.0,True,en,True
3996,tt0012532,orphans of the storm,nan,1921,,150,,True,en,True
3997,tt0013933,the faithful heart,Coeur fidèle,1923,,87,1252.0,True,fr,False
3998,tt0015400,the thief of bagdad,nan,1924,,155,6001.0,True,en,True
3999,tt0015842,the joyless street,nan,1925,,125,1554.0,True,en,True
4000,tt0016544,the wizard of oz,nan,1925,,95,1497.0,False,en,True
4001,tt0016641,ben-hur: a tale of the christ,Ben-Hur: A Tale of the Christ,1925,,143,7539.0,True,en,True
4002,tt0017463,3 bad men,3 Bad Men,1926,,92,1165.0,True,de,False
4003,tt0018379,7th heaven,7th Heaven,1927,,110,3499.0,True,en,True
4004,tt0018528,the unknown,nan,1927,,63,7850.0,True,en,True
4005,tt0018684,beggars of life,Beggars of Life,,1928,100,1093.0,True,en,True
4006,tt0021884,frankenstein,Frankenstein,1931,,70,69780.0,True,de,False
4007,tt0022787,wooden crosses,nan,1932,,115,1409.0,True,en,True
4008,tt0023303,one hour with you,One Hour with You,1932,,78,2389.0,True,en,True
4009,tt0023937,passing fancy,Dekigokoro,1933,,100,1306.0,True,hr,False
4010,tt0024127,our flags lead us forward,nan,1933,,95,1733.0,False,en,True
4011,tt0024902,blue steel,Blue Steel,1934,,54,1546.0,False,af,False
4012,tt0025898,toni,Toni,1935,,84,1766.0,True,en,True
4013,tt0028021,osaka elegy,nan,1936,,71,2253.0,True,hu,False
4014,tt0028708,charlie chan at the olympics,Charlie Chan at the Olympics,1937,,71,,True,en,True
4015,tt0029192,make way for tomorrow,Make Way for Tomorrow,1937,,91,8144.0,True,en,True
4016,tt0029440,the prince and the pauper,nan,1937,,118,2482.0,True,en,True
4017,tt0029608,stella dallas,Stella Dallas,1937,,106,5254.0,True,it,False
4018,tt0029947,bringing up baby,Bringing Up Baby,1938,,102,59515.0,True,tl,False
4019,tt0030241,holiday,nan,,1938,95,15746.0,True,so,False
4020,tt0031381,gone with the wind,nan,1939,,238,303845.0,True,en,True
4021,tt0031951,son of frankenstein,Son of Frankenstein,1939,,99,9957.0,True,af,False
4022,tt0032617,i love you again,nan,1940,,99,3232.0,True,id,False
4023,tt0033045,the shop around the corner,The Shop Around the Corner,,1940,99,30968.0,True,en,True
4024,tt0034162,the sea wolf,nan,1941,,100,3661.0,True,en,True
4025,tt0034224,spooks run wild,nan,1941,,65,1688.0,False,af,False
4026,tt0034398,the wolf man,The Wolf Man,1941,,70,25976.0,True,en,True
4027,tt0034587,cat people,Cat People,1942,,73,,True,en,True
4028,tt0035429,went the day well?,nan,1942,,92,3549.0,True,en,True
4029,tt0035446,to be or not to be,nan,1942,,99,34514.0,True,en,True
4030,tt0035567,woman of the year,nan,1942,,114,9842.0,True,en,True
4031,tt0037017,lifeboat,Lifeboat,1944,,97,28060.0,True,ro,False
4032,tt0037885,love letters,Love Letters,1945,,101,1544.0,True,no,False
4033,tt0039208,boomerang!,Boomerang!,1947,,88,,True,tl,False
4034,tt0039302,dark passage,nan,1947,,106,19034.0,True,id,False
4035,tt0039536,kiss of death,nan,1947,,99,8064.0,True,en,True
4036,tt0040536,letter from an unknown woman,nan,1948,,87,11921.0,True,en,True
4037,tt0040866,la terra trema,nan,1948,,160,4876.0,True,ca,False
4038,tt0041386,the fountainhead,The Fountainhead,1949,,114,,True,en,True
4039,tt0041460,the hidden room,nan,1949,,96,1895.0,True,en,True
4040,tt0041699,stray dog,Nora inu,1949,,122,16502.0,True,pt,False
4041,tt0042209,at war with the army,nan,1950,,93,2325.0,False,en,True
4042,tt0042235,beauty and the devil,nan,1950,,96,1550.0,True,en,True
4043,tt0043286,angels in the outfield,Angels in the Outfield,1951,,99,2314.0,True,en,True
4044,tt0043338,ace in the hole,Ace in the Hole,1951,,111,34375.0,True,en,True
4045,tt0043757,lost continent,Lost Continent,1951,,83,1497.0,False,fr,False
4046,tt0043879,on dangerous ground,On Dangerous Ground,1951,,82,6857.0,True,en,True
4047,tt0043959,rawhide,nan,1951,,89,2645.0,True,en,True
4048,tt0044320,abbott and costello meet captain kidd,nan,1952,,70,2135.0,False,en,True
4049,tt0044741,ikiru,nan,1952,,143,74694.0,True,lt,False
4050,tt0044982,the flavor of green tea over rice,nan,1952,,116,2833.0,True,en,True
4051,tt0045201,the stranger in between,Hunted,1952,,84,1030.0,True,en,True
4052,tt0045465,99 river street,99 River Street,,1953,83,2842.0,True,en,True
4053,tt0045826,glen or glenda,nan,1953,,65,8491.0,False,da,False
4054,tt0046375,the stranger wore a gun,nan,,1953,83,,False,en,True
4055,tt0047296,on the waterfront,On the Waterfront,1954,,108,149783.0,True,en,True
4056,tt0047878,the big combo,nan,1955,,87,7256.0,True,en,True
4057,tt0048424,the night of the hunter,The Night of the Hunter,1955,,92,86393.0,True,en,True
4058,tt0048473,pather panchali,Pather Panchali,1955,,125,29571.0,True,en,True
4059,tt0048488,the phenix city story,nan,1955,,100,2581.0,True,en,True
4060,tt0049012,the burmese harp,Biruma no tategoto,1956,,116,5758.0,True,pt,False
4061,tt0049223,forbidden planet,nan,1956,,98,47621.0,True,da,False
4062,tt0049615,"the phantom from 10,000 leagues","The Phantom from 10,000 Leagues",,1955,81,1700.0,False,en,True
4063,tt0050545,invasion of the saucer men,Invasion of the Saucer Men,1957,,69,1812.0,False,en,True
4064,tt0050665,madhumati,nan,1958,,110,1394.0,True,sw,False
4065,tt0050976,the seventh seal,Det sjunde inseglet,1957,,96,177539.0,True,no,False
4066,tt0051845,the last hurrah,nan,1958,,121,3504.0,True,en,True
4067,tt0052005,no time for sergeants,No Time for Sergeants,1958,,119,3938.0,True,en,True
4068,tt0052216,big deal on madonna street,I soliti ignoti,1958,,106,10091.0,True,it,False
4069,tt0052561,anatomy of a murder,Anatomy of a Murder,1959,,161,64067.0,True,en,True
4070,tt0052600,ballad of a soldier,Ballada o soldate,1959,,88,10124.0,True,it,False
4071,tt0052609,beast from haunted cave,Beast from Haunted Cave,,1959,72,1949.0,False,en,True
4072,tt0053133,odds against tomorrow,nan,1959,,96,4461.0,True,en,True
4073,tt0053636,the baroness from the gas station,Baronessen fra benzintanken,1960,,122,1086.0,True,de,False
4074,tt0053987,the steamroller and the violin,Katok i skripka,1961,,46,6151.0,True,hr,False
4075,tt0054042,macario,nan,1960,,91,3212.0,True,es,False
4076,tt0054086,the millionairess,The Millionairess,1960,,90,1791.0,False,en,True
4077,tt0054393,tormented,Tormented,,1960,75,2496.0,False,en,True
4078,tt0055184,the misfits,nan,,1961,125,19925.0,True,en,True
4079,tt0055618,whistle down the wind,Whistle Down the Wind,,1961,99,3328.0,True,en,True
4080,tt0055630,yojimbo,Yôjinbô,1961,,110,118426.0,True,sw,False
4081,tt0055805,boccaccio '70,Boccaccio '70,1962,,205,4325.0,True,it,False
4082,tt0055824,cape fear,Cape Fear,1962,,106,28146.0,True,ro,False
4083,tt0055850,chushingura,nan,,1962,207,2014.0,True,sw,False
4084,tt0055913,divorce italian style,Divorzio all'italiana,1961,,105,12370.0,True,it,False
4085,tt0056264,mutiny on the bounty,Mutiny on the Bounty,1962,,178,15843.0,True,en,True
4086,tt0056636,a monkey in winter,nan,1962,,105,,True,en,True
4087,tt0056860,beach party,nan,1963,,101,2069.0,False,en,True
4088,tt0057083,fun in acapulco,Fun in Acapulco,1963,,97,3178.0,False,ro,False
4089,tt0057360,a new kind of love,A New Kind of Love,1963,,110,1397.0,False,en,True
4090,tt0057715,zatoichi the fugitive,Zatôichi kyôjô-tabi,1963,,86,1712.0,True,sw,False
4091,tt0057919,carry on jack,nan,1964,,91,2224.0,False,en,True
4092,tt0057935,charulata,Charulata,1964,,117,5973.0,True,id,False
4093,tt0058311,hercules against the moon men,Maciste e la regina di Samar,1964,,90,1844.0,False,it,False
4094,tt0058564,seduced and abandoned,nan,1964,,118,,True,en,True
4095,tt0058898,alphaville,nan,1965,,99,24406.0,True,fr,False
4096,tt0059012,chimes at midnight,Campanadas a medianoche,1965,,119,8655.0,True,pt,False
4097,tt0059464,monster a go-go,Monster a Go-Go,1965,,68,11387.0,False,en,True
4098,tt0059529,triumph over violence,Obyknovennyy fashizm,1965,,138,1666.0,True,sk,False
4099,tt0059856,vague stars of ursa...,Vaghe stelle dell'Orsa...,1965,,105,1913.0,True,it,False
4100,tt0059878,village of the giants,nan,1965,,81,2316.0,False,en,True
4101,tt0060138,au hasard balthazar,nan,1966,,95,19440.0,True,id,False
4102,tt0060666,manos: the hands of fate,Manos: The Hands of Fate,1966,,70,35858.0,False,en,True
4103,tt0061132,the hawks and the sparrows,nan,,1966,89,4609.0,True,en,True
